"gender","MaritalStatus","Familysize","ProductCategory","Sales","Quantity","Age","year","month","pred"
"M","Yes",4,"Office Supplies",111.672,9,47,2016,10,2
"M","Yes",4,"Technology",90.57,3,47,2017,7,3
"M","Yes",4,"Office Supplies",631.176,4,48,2017,12,2
"M","Yes",4,"Office Supplies",342.864,3,24,2014,7,2
"M","Yes",4,"Furniture",16.74,5,24,2014,7,1
"M","Yes",4,"Furniture",981.372,2,24,2014,7,1
"M","Yes",4,"Office Supplies",195.64,4,25,2014,12,2
"M","Yes",4,"Office Supplies",14.94,3,25,2014,12,2
"M","Yes",4,"Technology",1687.8,4,25,2014,12,3
"M","Yes",4,"Furniture",341.96,2,25,2014,12,1
"M","Yes",4,"Furniture",605.88,6,25,2014,12,1
"M","Yes",4,"Office Supplies",228.92,5,25,2015,6,2
"M","Yes",4,"Office Supplies",32.75,5,25,2015,12,2
"M","Yes",4,"Office Supplies",10.44,1,26,2016,7,2
"M","Yes",4,"Technology",21.8,2,26,2016,11,3
"M","Yes",4,"Office Supplies",251.79,3,26,2016,11,2
"M","Yes",4,"Technology",333.576,3,27,2017,2,3
"M","Yes",4,"Technology",31.992,1,27,2017,2,3
"M","Yes",4,"Office Supplies",51.168,2,27,2017,2,2
"M","Yes",4,"Office Supplies",10.64,5,27,2017,2,2
"M","Yes",4,"Furniture",68.704,2,27,2017,2,1
"M","Yes",4,"Furniture",386.91,9,27,2017,2,1
"M","Yes",4,"Office Supplies",4.3,2,27,2017,11,2
"F","Yes",4,"Technology",66.3,3,25,2014,3,4
"F","Yes",4,"Office Supplies",17.856,4,26,2014,4,5
"F","Yes",4,"Office Supplies",509.97,10,26,2014,4,5
"F","Yes",4,"Office Supplies",30.992,13,26,2014,4,5
"F","Yes",4,"Technology",71.928,12,26,2014,4,4
"F","Yes",4,"Technology",41.94,2,26,2014,7,4
"F","Yes",4,"Office Supplies",11.96,2,26,2014,7,5
"F","Yes",4,"Office Supplies",13.12,4,26,2014,7,5
"F","Yes",4,"Office Supplies",535.41,3,26,2014,7,5
"F","Yes",4,"Office Supplies",32.4,5,27,2015,12,5
"F","Yes",4,"Office Supplies",97.88,2,27,2015,12,5
"F","Yes",4,"Office Supplies",43.12,5,27,2016,1,5
"F","Yes",4,"Furniture",313.722,3,27,2016,1,6
"F","Yes",4,"Furniture",45.98,1,27,2016,1,6
"F","Yes",4,"Office Supplies",428.68,7,27,2016,1,5
"F","Yes",4,"Furniture",408.006,2,28,2016,7,6
"F","Yes",4,"Furniture",165.28,4,28,2016,7,6
"F","Yes",4,"Office Supplies",10.2,5,28,2016,7,5
"F","Yes",4,"Office Supplies",22.32,3,28,2016,7,5
"F","Yes",4,"Office Supplies",24.1,5,28,2016,7,5
"F","Yes",4,"Technology",75.98,2,28,2016,7,4
"F","Yes",4,"Office Supplies",6.46,2,28,2016,7,5
"F","Yes",4,"Office Supplies",60.12,9,28,2016,7,5
"F","Yes",4,"Furniture",82.8,2,28,2016,9,6
"F","Yes",4,"Office Supplies",32.4,5,28,2016,10,5
"F","Yes",4,"Office Supplies",1082.48,8,28,2016,10,5
"F","Yes",4,"Office Supplies",56.91,3,28,2016,10,5
"F","Yes",4,"Furniture",77.6,4,28,2016,10,6
"F","Yes",4,"Office Supplies",14.28,1,28,2016,10,5
"F","Yes",4,"Office Supplies",1085.42,7,28,2016,10,5
"F","Yes",4,"Office Supplies",2104.55,7,28,2016,12,5
"F","Yes",4,"Office Supplies",40.7,5,28,2016,12,5
"M","Yes",4,"Office Supplies",136.96,4,78,2014,5,2
"M","Yes",4,"Furniture",631.782,2,80,2016,9,1
"M","Yes",4,"Furniture",60.72,3,80,2016,9,1
"M","Yes",4,"Furniture",147.568,2,81,2017,2,1
"M","Yes",4,"Office Supplies",26.55,3,81,2017,7,2
"M","Yes",4,"Furniture",310.443,3,81,2017,7,1
"M","Yes",4,"Office Supplies",210.392,2,45,2014,12,2
"M","Yes",4,"Technology",467.04,4,46,2015,5,3
"M","Yes",4,"Office Supplies",5.904,2,46,2015,6,2
"M","Yes",4,"Furniture",621.76,4,46,2015,6,1
"M","Yes",4,"Technology",71.976,3,47,2016,8,3
"M","Yes",4,"Office Supplies",3.15,1,47,2016,8,2
"M","Yes",4,"Office Supplies",87.28,8,47,2016,9,2
"M","Yes",4,"Technology",895.944,7,48,2017,9,3
"M","Yes",4,"Office Supplies",17.9,5,48,2017,9,2
"M","Yes",4,"Technology",508.768,4,48,2017,10,3
"M","Yes",4,"Office Supplies",9.912,3,48,2017,10,2
"F","No",1,"Furniture",51.96,2,78,2014,4,6
"F","No",1,"Office Supplies",17.94,3,78,2014,4,5
"F","No",1,"Office Supplies",2.412,1,79,2015,9,5
"F","No",1,"Office Supplies",56.704,2,80,2017,3,5
"F","No",1,"Office Supplies",274.064,7,80,2017,3,5
"F","No",1,"Office Supplies",12.816,3,81,2017,10,5
"F","No",1,"Furniture",314.352,3,81,2017,10,6
"F","No",1,"Office Supplies",18.98,2,81,2017,10,5
"F","No",1,"Office Supplies",18.24,6,81,2017,10,5
"F","No",1,"Office Supplies",18.16,2,81,2017,11,5
"F","Yes",4,"Furniture",31.4,5,47,2015,4,6
"F","Yes",4,"Furniture",9.48,1,47,2015,4,6
"F","Yes",4,"Technology",209.5,10,47,2015,4,4
"F","Yes",4,"Furniture",24.3,5,47,2015,4,6
"F","Yes",4,"Office Supplies",6.48,1,47,2015,4,5
"F","Yes",4,"Furniture",801.568,2,48,2016,9,6
"F","Yes",4,"Office Supplies",368.91,9,48,2016,9,5
"F","Yes",4,"Furniture",885.528,9,48,2016,9,6
"F","Yes",4,"Furniture",10.16,2,49,2017,10,6
"F","Yes",4,"Technology",209.94,6,49,2017,10,4
"F","Yes",4,"Technology",31.984,2,49,2017,10,4
"F","Yes",4,"Office Supplies",5083.96,5,49,2017,10,5
"F","Yes",4,"Furniture",9.64,2,49,2017,10,6
"F","Yes",4,"Office Supplies",38.864,7,49,2017,11,5
"F","Yes",4,"Furniture",72.78,3,57,2015,10,6
"F","Yes",4,"Technology",1097.544,7,58,2016,12,4
"F","Yes",4,"Furniture",190.92,5,58,2016,12,6
"M","Yes",2,"Office Supplies",66.96,4,14,2014,4,2
"M","Yes",2,"Office Supplies",6.24,2,14,2014,4,2
"M","Yes",2,"Office Supplies",45.248,2,14,2014,5,2
"M","Yes",2,"Office Supplies",34.74,3,14,2014,11,2
"M","Yes",2,"Technology",833.94,6,14,2014,11,3
"M","Yes",2,"Office Supplies",12.96,3,14,2014,11,2
"M","Yes",2,"Office Supplies",25.92,4,14,2014,11,2
"M","Yes",2,"Office Supplies",37.464,7,16,2016,6,2
"M","Yes",2,"Furniture",539.658,3,16,2016,6,1
"M","Yes",2,"Furniture",140.81,1,16,2016,7,1
"M","Yes",2,"Furniture",760.116,6,17,2017,6,1
"M","Yes",2,"Furniture",38.784,3,17,2017,6,1
"M","Yes",2,"Technology",122.328,9,17,2017,6,3
"M","Yes",2,"Office Supplies",19.608,3,17,2017,11,2
"M","Yes",2,"Office Supplies",4.158,7,17,2017,11,2
"M","Yes",2,"Technology",2.97,3,17,2017,11,3
"M","Yes",2,"Technology",569.99,1,17,2017,11,3
"M","Yes",2,"Furniture",50.97,3,17,2017,11,1
"F","Yes",3,"Furniture",257.64,6,19,2015,6,6
"F","Yes",3,"Technology",125.976,3,19,2015,6,4
"F","Yes",3,"Furniture",386.68,2,19,2016,3,6
"F","Yes",3,"Technology",379.96,5,19,2016,3,4
"F","Yes",3,"Technology",539.91,3,19,2016,3,4
"F","Yes",3,"Office Supplies",41.24,5,19,2016,3,5
"F","Yes",3,"Office Supplies",51.897,1,19,2016,3,5
"F","Yes",3,"Office Supplies",552.56,5,19,2016,3,5
"F","Yes",3,"Office Supplies",23.16,5,19,2016,3,5
"F","Yes",3,"Office Supplies",126.08,2,19,2016,3,5
"F","Yes",3,"Technology",449.1,3,19,2016,3,4
"F","Yes",3,"Office Supplies",208.16,1,20,2016,6,5
"F","Yes",3,"Office Supplies",16.74,3,20,2016,6,5
"F","Yes",3,"Office Supplies",6.848,2,20,2016,6,5
"F","Yes",3,"Office Supplies",4.626,2,20,2016,6,5
"F","Yes",3,"Office Supplies",453.6,3,20,2016,6,5
"F","Yes",3,"Technology",99.39,3,20,2016,11,4
"F","Yes",3,"Office Supplies",6.976,4,20,2017,3,5
"F","Yes",3,"Office Supplies",12.222,7,20,2017,3,5
"F","Yes",3,"Furniture",718.116,6,21,2017,11,6
"F","Yes",3,"Office Supplies",31.776,4,21,2017,11,5
"M","Yes",3,"Furniture",60.89,1,34,2014,2,1
"M","Yes",3,"Office Supplies",14.94,3,34,2014,2,2
"M","Yes",3,"Office Supplies",9.64,2,34,2014,2,2
"M","Yes",3,"Furniture",332.94,3,34,2014,2,1
"M","Yes",3,"Office Supplies",51.9,3,34,2014,2,2
"M","Yes",3,"Office Supplies",64.96,2,34,2014,2,2
"M","Yes",3,"Furniture",205.666,2,34,2014,3,1
"M","Yes",3,"Technology",27.968,2,35,2014,12,3
"M","Yes",3,"Office Supplies",10.9,5,35,2015,3,2
"M","Yes",3,"Furniture",17.14,2,36,2015,10,1
"M","Yes",3,"Office Supplies",7.88,1,36,2015,11,2
"M","Yes",3,"Furniture",48.896,4,37,2017,1,1
"M","Yes",3,"Office Supplies",40.41,9,37,2017,3,2
"M","Yes",3,"Office Supplies",192.16,5,37,2017,8,2
"M","Yes",3,"Office Supplies",10.89,1,38,2017,11,2
"M","Yes",3,"Office Supplies",19.44,3,38,2017,11,2
"M","Yes",3,"Office Supplies",121.6,5,38,2017,11,2
"M","Yes",3,"Office Supplies",39.582,9,38,2017,12,2
"M","Yes",3,"Office Supplies",44.688,7,38,2017,12,2
"M","Yes",3,"Office Supplies",31.744,2,38,2017,12,2
"M","Yes",3,"Office Supplies",40.98,5,38,2017,12,2
"M","Yes",3,"Office Supplies",3.168,3,38,2017,12,2
"M","Yes",4,"Office Supplies",1089.75,3,35,2014,8,2
"M","Yes",4,"Office Supplies",447.84,8,35,2014,8,2
"M","Yes",4,"Office Supplies",16.4,5,35,2014,8,2
"M","Yes",4,"Technology",399.96,5,35,2014,8,3
"M","Yes",4,"Office Supplies",158.9,5,35,2014,8,2
"M","Yes",4,"Office Supplies",13.184,1,35,2014,8,2
"M","Yes",4,"Furniture",161.568,2,36,2015,2,1
"M","Yes",4,"Furniture",389.696,8,36,2015,2,1
"M","Yes",4,"Technology",971.88,3,36,2015,6,3
"M","Yes",4,"Office Supplies",13.52,4,37,2015,11,2
"M","Yes",4,"Furniture",259.7,5,37,2015,11,1
"M","Yes",4,"Technology",42.95,1,37,2015,11,3
"M","Yes",4,"Technology",1399.93,7,37,2015,11,3
"M","Yes",4,"Technology",503.96,4,37,2015,11,3
"M","Yes",4,"Office Supplies",387.136,4,37,2015,11,2
"M","Yes",4,"Office Supplies",185.88,6,37,2016,5,2
"M","Yes",4,"Furniture",203.92,5,52,2015,2,1
"M","Yes",4,"Furniture",170.352,3,52,2015,7,1
"M","Yes",4,"Office Supplies",1.964,2,53,2016,9,2
"M","Yes",4,"Furniture",317.058,3,54,2017,4,1
"M","Yes",4,"Office Supplies",15.76,2,54,2017,4,2
"M","Yes",4,"Furniture",14.56,5,54,2017,4,1
"M","Yes",4,"Office Supplies",13.428,3,54,2017,8,2
"M","Yes",4,"Office Supplies",67.136,4,54,2017,8,2
"M","Yes",4,"Technology",219.8,5,55,2017,12,3
"M","Yes",4,"Furniture",317.058,3,55,2017,12,1
"M","No",1,"Office Supplies",152.76,6,27,2014,12,2
"M","No",1,"Office Supplies",7.27,1,27,2014,12,2
"M","No",1,"Furniture",1819.86,14,27,2014,12,1
"M","No",1,"Technology",1099.96,4,27,2015,7,3
"M","No",1,"Office Supplies",11.61,2,28,2015,11,2
"M","No",1,"Office Supplies",13.12,5,28,2015,12,2
"M","No",1,"Furniture",69.576,4,28,2015,12,1
"M","No",1,"Office Supplies",4.224,3,28,2015,12,2
"M","No",1,"Technology",58.08,4,28,2015,12,3
"M","No",1,"Furniture",52.416,9,28,2015,12,1
"M","No",1,"Furniture",54.92,5,28,2015,12,1
"M","No",1,"Furniture",364.95,5,28,2015,12,1
"M","No",1,"Office Supplies",85.056,3,28,2015,12,2
"M","No",1,"Office Supplies",27.696,3,28,2015,12,2
"M","No",1,"Office Supplies",122.12,4,28,2016,6,2
"M","No",1,"Office Supplies",18.45,5,28,2016,6,2
"M","No",1,"Office Supplies",324.9,5,28,2016,6,2
"M","No",1,"Office Supplies",146.73,3,28,2016,6,2
"M","No",1,"Office Supplies",3.96,2,28,2016,6,2
"M","No",1,"Office Supplies",84.84,3,29,2016,11,2
"M","No",1,"Office Supplies",407.976,3,29,2016,12,2
"M","Yes",4,"Furniture",19.52,2,61,2014,7,1
"M","Yes",4,"Office Supplies",9.81,5,61,2014,7,2
"M","Yes",4,"Furniture",213.216,3,61,2014,7,1
"M","Yes",4,"Furniture",210.68,2,62,2015,9,1
"M","Yes",4,"Office Supplies",78.8,1,62,2015,9,2
"M","Yes",4,"Technology",19.99,1,62,2015,9,3
"M","Yes",4,"Office Supplies",772.68,4,62,2015,9,2
"M","Yes",4,"Office Supplies",25.92,5,63,2016,9,2
"M","Yes",4,"Office Supplies",15.808,8,63,2016,9,2
"M","Yes",4,"Office Supplies",10.368,2,63,2016,9,2
"M","Yes",4,"Office Supplies",13.62,3,60,2014,5,2
"M","Yes",4,"Furniture",94.428,3,60,2014,12,1
"M","Yes",4,"Furniture",3393.68,8,60,2015,3,1
"M","Yes",4,"Office Supplies",212.88,6,62,2016,12,2
"M","Yes",4,"Office Supplies",91.84,8,63,2017,10,2
"M","Yes",4,"Office Supplies",81.088,7,63,2017,10,2
"M","Yes",4,"Office Supplies",19.44,3,63,2017,10,2
"M","Yes",4,"Furniture",451.152,3,63,2017,10,1
"F","Yes",4,"Office Supplies",5.248,2,23,2014,9,5
"F","Yes",4,"Office Supplies",38.256,3,23,2014,9,5
"F","Yes",4,"Office Supplies",40.24,5,23,2014,9,5
"F","Yes",4,"Technology",29.925,5,23,2014,9,4
"F","Yes",4,"Office Supplies",148.704,6,23,2014,9,5
"F","Yes",4,"Technology",55.92,10,23,2014,9,4
"F","Yes",4,"Office Supplies",11.96,2,23,2014,11,5
"F","Yes",4,"Furniture",629.064,3,23,2014,11,6
"F","Yes",4,"Office Supplies",24.1,5,25,2016,9,5
"F","Yes",4,"Technology",8.78,1,25,2016,9,4
"F","Yes",4,"Office Supplies",376.74,4,25,2016,9,5
"F","Yes",4,"Office Supplies",29.52,4,25,2016,9,5
"F","Yes",4,"Office Supplies",11.96,2,25,2016,9,5
"F","Yes",4,"Office Supplies",26.4,5,25,2016,9,5
"F","Yes",4,"Office Supplies",18.528,4,25,2017,3,5
"F","Yes",4,"Technology",29.592,1,25,2017,5,4
"F","Yes",4,"Office Supplies",4.752,2,25,2017,5,5
"F","Yes",4,"Office Supplies",15.552,3,25,2017,5,5
"F","Yes",4,"Furniture",161.568,2,26,2017,9,6
"F","Yes",4,"Office Supplies",5.607,1,26,2017,9,5
"F","Yes",4,"Office Supplies",4663.736,7,26,2017,9,5
"F","Yes",4,"Technology",79.984,2,26,2017,9,4
"F","Yes",4,"Office Supplies",23.34,3,26,2017,9,5
"F","Yes",4,"Office Supplies",51.55,5,26,2017,9,5
"M","Yes",3,"Office Supplies",9.648,6,44,2016,6,2
"M","Yes",3,"Office Supplies",7.28,1,45,2017,12,2
"M","Yes",3,"Office Supplies",5.4,3,45,2017,12,2
"F","Yes",4,"Office Supplies",49.65,5,25,2014,3,5
"F","Yes",4,"Office Supplies",29.6,2,25,2014,4,5
"F","Yes",4,"Office Supplies",17.088,4,25,2014,4,5
"F","Yes",4,"Office Supplies",2.688,2,25,2014,4,5
"F","Yes",4,"Furniture",317.058,3,25,2014,4,6
"F","Yes",4,"Office Supplies",149.352,3,25,2014,4,5
"F","Yes",4,"Technology",227.976,3,25,2014,4,4
"F","Yes",4,"Technology",911.984,2,25,2014,7,4
"F","Yes",4,"Furniture",674.352,3,25,2014,7,6
"F","Yes",4,"Furniture",134.01,9,25,2014,7,6
"F","Yes",4,"Technology",170.97,3,25,2014,7,4
"F","Yes",4,"Office Supplies",14.576,2,26,2015,9,5
"F","Yes",4,"Technology",23.2,2,26,2015,9,4
"F","Yes",4,"Office Supplies",16.464,7,26,2015,9,5
"F","Yes",4,"Technology",13.98,2,27,2015,11,4
"F","Yes",4,"Office Supplies",25.824,6,27,2015,11,5
"F","Yes",4,"Office Supplies",146.73,3,27,2015,11,5
"F","Yes",4,"Furniture",79.76,4,27,2015,11,6
"F","Yes",4,"Technology",25.98,2,27,2016,4,4
"F","Yes",4,"Office Supplies",3.28,2,27,2016,4,5
"F","Yes",4,"Office Supplies",459.88,4,27,2016,4,5
"F","Yes",4,"Office Supplies",7.76,2,27,2016,4,5
"F","Yes",4,"Office Supplies",71.96,2,27,2016,4,5
"F","Yes",4,"Office Supplies",54.9,5,27,2016,4,5
"F","Yes",4,"Office Supplies",9.28,2,27,2016,4,5
"F","Yes",4,"Office Supplies",286.86,7,29,2017,12,5
"F","Yes",4,"Technology",979.95,5,29,2017,12,4
"F","Yes",4,"Office Supplies",4.36,2,29,2017,12,5
"F","Yes",4,"Office Supplies",75.6,2,33,2014,5,5
"F","Yes",4,"Furniture",29.32,2,33,2014,5,6
"F","Yes",4,"Office Supplies",23.66,7,34,2015,11,5
"F","Yes",4,"Furniture",681.408,12,34,2015,11,6
"F","Yes",4,"Office Supplies",360.38,2,35,2016,6,5
"F","Yes",4,"Office Supplies",11.16,2,35,2016,6,5
"F","Yes",4,"Office Supplies",14.94,3,35,2016,6,5
"F","Yes",4,"Technology",751.984,2,36,2017,4,4
"F","Yes",4,"Office Supplies",18.72,5,36,2017,9,5
"F","Yes",4,"Furniture",236.528,2,36,2017,9,6
"M","Yes",3,"Office Supplies",39.68,2,21,2014,4,2
"M","Yes",3,"Office Supplies",52.512,6,21,2014,10,2
"M","Yes",3,"Office Supplies",186.912,6,21,2014,10,2
"M","Yes",3,"Office Supplies",10.048,4,21,2014,10,2
"M","Yes",3,"Office Supplies",61.96,2,22,2015,9,2
"M","Yes",3,"Furniture",361.96,2,22,2015,9,1
"M","Yes",3,"Office Supplies",278.82,9,22,2015,9,2
"M","Yes",3,"Furniture",28.28,2,22,2016,3,1
"M","Yes",3,"Office Supplies",4912.59,3,22,2016,3,2
"M","Yes",3,"Furniture",12.56,2,23,2016,5,1
"M","Yes",3,"Office Supplies",90.48,3,23,2016,5,2
"M","Yes",3,"Office Supplies",13.08,2,23,2016,5,2
"M","Yes",3,"Furniture",214.7,5,23,2016,5,1
"M","Yes",3,"Office Supplies",54.9,5,23,2016,5,2
"M","Yes",3,"Office Supplies",30.18,3,23,2016,6,2
"M","Yes",3,"Office Supplies",51.648,12,23,2016,6,2
"M","Yes",3,"Office Supplies",11.232,3,23,2016,6,2
"M","Yes",3,"Office Supplies",304.9,5,23,2016,9,2
"M","Yes",3,"Furniture",563.24,5,23,2016,9,1
"M","Yes",3,"Office Supplies",28.752,3,23,2016,10,2
"M","Yes",3,"Office Supplies",114.95,5,23,2016,10,2
"M","Yes",3,"Office Supplies",8.82,3,23,2016,12,2
"M","Yes",3,"Office Supplies",37.94,2,23,2016,12,2
"M","Yes",3,"Office Supplies",4.2,2,23,2016,12,2
"M","Yes",3,"Office Supplies",227.28,2,23,2016,12,2
"M","Yes",3,"Office Supplies",47.9,1,23,2016,12,2
"M","Yes",3,"Office Supplies",61.96,2,23,2016,12,2
"M","Yes",3,"Office Supplies",1117.92,4,23,2016,12,2
"M","Yes",3,"Office Supplies",15.12,5,23,2017,1,2
"M","Yes",3,"Office Supplies",7.872,3,23,2017,1,2
"M","Yes",3,"Office Supplies",895.92,5,24,2017,8,2
"M","Yes",3,"Furniture",462.564,2,24,2017,8,1
"M","Yes",3,"Furniture",338.352,3,23,2014,12,1
"M","Yes",3,"Office Supplies",25.92,4,23,2014,12,2
"M","Yes",3,"Office Supplies",91.36,4,23,2014,12,2
"M","Yes",3,"Furniture",307.136,4,24,2015,9,1
"M","Yes",3,"Office Supplies",12.6,2,24,2015,9,2
"M","Yes",3,"Technology",159.98,2,24,2015,9,3
"M","Yes",3,"Office Supplies",3.798,3,25,2016,5,2
"M","Yes",3,"Office Supplies",20.62,2,25,2016,7,2
"M","Yes",3,"Technology",124.25,7,25,2016,7,3
"M","Yes",3,"Technology",297.55,5,25,2016,7,3
"M","Yes",3,"Furniture",403.56,4,25,2016,7,1
"M","Yes",3,"Furniture",95.2,5,25,2016,7,1
"M","Yes",3,"Office Supplies",40.776,3,25,2016,9,2
"M","Yes",3,"Technology",63.936,8,25,2016,9,3
"M","Yes",3,"Furniture",424.9575,5,25,2016,9,1
"M","Yes",3,"Office Supplies",20.368,1,25,2016,11,2
"M","Yes",3,"Office Supplies",49.848,3,25,2016,11,2
"M","Yes",3,"Office Supplies",18.72,2,25,2016,12,2
"M","Yes",3,"Office Supplies",67.78,2,26,2017,3,2
"M","Yes",3,"Office Supplies",8.82,3,26,2017,9,2
"M","Yes",3,"Office Supplies",10.86,3,26,2017,9,2
"M","Yes",3,"Office Supplies",143.7,3,26,2017,9,2
"M","Yes",3,"Office Supplies",13.392,3,26,2017,9,2
"M","Yes",3,"Office Supplies",11.228,7,26,2017,9,2
"M","Yes",3,"Office Supplies",15.84,2,26,2017,10,2
"M","Yes",3,"Office Supplies",8.448,2,26,2017,10,2
"M","Yes",3,"Office Supplies",15.92,5,26,2017,12,2
"M","Yes",3,"Furniture",70.68,12,26,2017,12,1
"M","Yes",3,"Office Supplies",541.24,4,26,2017,12,2
"F","Yes",4,"Office Supplies",250.26,6,64,2014,12,5
"F","Yes",4,"Technology",22.368,4,65,2015,12,4
"F","Yes",4,"Office Supplies",5.584,2,65,2015,12,5
"F","Yes",4,"Office Supplies",22.704,6,65,2015,12,5
"F","Yes",4,"Office Supplies",19.776,4,65,2015,12,5
"F","Yes",4,"Furniture",72.704,4,65,2015,12,6
"F","Yes",4,"Technology",479.988,4,65,2015,12,4
"F","Yes",4,"Office Supplies",27.168,2,65,2015,12,5
"M","Yes",4,"Office Supplies",62.016,2,34,2014,6,2
"M","Yes",4,"Office Supplies",11.56,2,34,2014,8,2
"M","Yes",4,"Technology",239.94,6,35,2015,4,3
"M","Yes",4,"Office Supplies",23.84,8,35,2015,4,2
"M","Yes",4,"Office Supplies",79.36,4,36,2015,10,2
"M","Yes",4,"Furniture",177.568,2,38,2017,9,1
"M","Yes",4,"Office Supplies",19.44,3,38,2017,9,2
"M","Yes",4,"Office Supplies",71.28,11,38,2017,9,2
"M","Yes",4,"Office Supplies",1471.96,5,38,2017,9,2
"M","Yes",4,"Technology",79.96,5,38,2017,9,3
"M","Yes",4,"Office Supplies",72.45,7,38,2017,12,2
"M","Yes",4,"Office Supplies",13.96,4,38,2017,12,2
"M","Yes",4,"Office Supplies",33.264,7,38,2017,12,2
"M","Yes",4,"Technology",14.85,3,38,2017,12,3
"M","Yes",4,"Office Supplies",164.688,6,62,2017,11,2
"M","Yes",4,"Furniture",166.5,2,62,2017,11,1
"M","Yes",4,"Office Supplies",12.96,2,62,2017,11,2
"M","Yes",4,"Office Supplies",110.96,2,62,2017,11,2
"M","Yes",4,"Technology",99.98,2,62,2017,11,3
"M","Yes",4,"Office Supplies",11.424,1,62,2017,11,2
"M","Yes",4,"Furniture",128.124,2,62,2017,11,1
"M","Yes",4,"Furniture",101.4,5,62,2017,11,1
"M","Yes",4,"Office Supplies",169.68,6,62,2017,11,2
"M","Yes",4,"Technology",132.52,4,62,2017,11,3
"M","Yes",4,"Office Supplies",2.96,2,62,2017,11,2
"M","Yes",4,"Office Supplies",8.448,2,62,2017,11,2
"M","Yes",4,"Office Supplies",95.94,3,62,2017,11,2
"F","Yes",4,"Office Supplies",10.56,2,34,2014,3,5
"F","Yes",4,"Office Supplies",3.38,1,34,2014,3,5
"F","Yes",4,"Office Supplies",250.272,9,36,2015,11,5
"F","Yes",4,"Office Supplies",11.364,3,36,2015,11,5
"F","Yes",4,"Office Supplies",8.72,5,36,2015,11,5
"F","Yes",4,"Technology",482.34,4,36,2015,12,4
"F","Yes",4,"Furniture",2.96,1,36,2015,12,6
"F","Yes",4,"Office Supplies",676.55,5,36,2016,3,5
"F","Yes",4,"Office Supplies",154.9,5,36,2016,3,5
"F","Yes",4,"Office Supplies",30.56,4,36,2016,3,5
"F","Yes",4,"Furniture",770.352,3,36,2016,3,6
"F","Yes",4,"Office Supplies",706.86,7,36,2016,7,5
"F","Yes",4,"Office Supplies",30.48,6,36,2016,9,5
"F","Yes",4,"Technology",23.988,2,36,2016,9,4
"F","Yes",4,"Office Supplies",16.688,7,36,2016,9,5
"F","Yes",4,"Furniture",313.176,2,37,2016,11,6
"F","Yes",4,"Office Supplies",1295.78,2,37,2017,6,5
"F","Yes",4,"Office Supplies",6.48,1,38,2017,12,5
"F","Yes",4,"Office Supplies",6.984,1,38,2017,12,5
"M","Yes",3,"Office Supplies",39.96,2,20,2014,8,2
"M","Yes",3,"Office Supplies",102.3,10,20,2014,8,2
"M","Yes",3,"Office Supplies",21.36,2,20,2014,8,2
"M","Yes",3,"Office Supplies",14.016,4,21,2014,12,2
"M","Yes",3,"Furniture",214.95,5,21,2014,12,1
"M","Yes",3,"Technology",35.04,4,21,2014,12,3
"M","Yes",3,"Furniture",10.776,3,21,2014,12,1
"M","Yes",3,"Office Supplies",4.6,2,21,2014,12,2
"M","Yes",3,"Office Supplies",35.168,2,21,2014,12,2
"M","Yes",3,"Office Supplies",17.568,2,21,2015,3,2
"M","Yes",3,"Office Supplies",14.62,2,21,2015,3,2
"M","Yes",3,"Office Supplies",33.36,4,21,2015,3,2
"M","Yes",3,"Office Supplies",40.14,6,21,2015,3,2
"M","Yes",3,"Furniture",6.96,4,23,2016,11,1
"M","Yes",3,"Office Supplies",21.96,2,24,2017,9,2
"M","Yes",3,"Technology",46.36,4,24,2017,10,3
"M","Yes",3,"Office Supplies",15.36,2,23,2014,10,2
"M","Yes",3,"Office Supplies",192.72,11,23,2015,3,2
"M","Yes",3,"Technology",239.97,3,23,2015,3,3
"M","Yes",3,"Office Supplies",37.224,3,24,2016,7,2
"M","Yes",3,"Office Supplies",20.016,3,24,2016,7,2
"M","Yes",3,"Office Supplies",13.872,3,25,2017,5,2
"M","Yes",3,"Furniture",115.96,4,25,2017,5,1
"M","Yes",3,"Office Supplies",9.024,6,26,2017,12,2
"M","Yes",3,"Office Supplies",69.456,2,26,2017,12,2
"M","Yes",3,"Office Supplies",10.86,2,26,2017,12,2
"M","Yes",3,"Office Supplies",79.47,3,26,2017,12,2
"M","Yes",3,"Office Supplies",10.08,6,26,2017,12,2
"F","Yes",4,"Furniture",268.935,3,42,2014,6,6
"F","Yes",4,"Office Supplies",182.94,3,43,2014,9,5
"F","Yes",4,"Furniture",366.744,4,44,2016,5,6
"F","Yes",4,"Furniture",120.98,1,45,2016,10,6
"F","Yes",4,"Office Supplies",315.98,1,45,2016,10,5
"F","Yes",4,"Office Supplies",4.554,3,45,2017,6,5
"F","Yes",4,"Office Supplies",5.2,2,45,2017,6,5
"F","Yes",4,"Technology",205.992,1,45,2017,6,4
"F","Yes",4,"Office Supplies",15.552,3,45,2017,6,5
"F","Yes",4,"Technology",503.96,5,45,2017,6,4
"F","Yes",4,"Office Supplies",24.472,7,45,2017,6,5
"F","Yes",4,"Furniture",241.568,2,45,2017,6,6
"F","Yes",4,"Technology",110.4,2,45,2017,6,4
"M","Yes",4,"Office Supplies",255.85,7,30,2014,10,2
"M","Yes",4,"Office Supplies",3.408,1,31,2015,3,2
"M","Yes",4,"Office Supplies",23.52,5,31,2015,3,2
"M","Yes",4,"Technology",180.96,5,31,2015,3,3
