"","gender","MaritalStatus","Familysize","ProductCategory","Sales","Quantity","prodbin","Age","Billyear","Billmonth","pam_fit2$clustering"
"12197","F","Yes",3,"Furniture",276.69,3,"(6.2e+03,6.4e+03]",24,2017,7,6
"12198","F","Yes",3,"Technology",177,3,"(7.4e+03,7.6e+03]",21,2014,10,4
"12199","F","Yes",3,"Office Supplies",59.2,4,"(7e+03,7.2e+03]",24,2017,5,5
"12200","F","Yes",3,"Office Supplies",79.45,7,"(7.4e+03,7.6e+03]",21,2014,10,5
"12201","F","Yes",3,"Technology",447.944,7,"(7.6e+03,7.8e+03]",21,2014,12,4
"12202","F","Yes",3,"Technology",140.97,3,"(7.4e+03,7.6e+03]",24,2017,7,4
"12203","F","Yes",3,"Office Supplies",2.064,1,"(6.6e+03,6.8e+03]",24,2017,11,5
"12204","F","Yes",4,"Office Supplies",63.924,7,"(6.8e+03,7e+03]",68,2014,9,5
"12205","F","Yes",4,"Office Supplies",38.976,3,"(7.4e+03,7.6e+03]",70,2016,11,5
"12206","F","Yes",4,"Office Supplies",22.32,5,"(6.6e+03,6.8e+03]",68,2014,5,5
"12207","F","Yes",4,"Furniture",349.965,7,"(6e+03,6.2e+03]",68,2014,5,6
"12208","F","Yes",4,"Furniture",287.94,3,"(6e+03,6.2e+03]",69,2015,10,6
"12209","F","Yes",4,"Technology",83.72,7,"(7.8e+03,8e+03]",69,2015,10,3
"12210","F","Yes",4,"Office Supplies",14.72,5,"(7.4e+03,7.6e+03]",70,2016,11,5
"12211","F","Yes",4,"Furniture",77.952,3,"(6.2e+03,6.4e+03]",54,2015,12,6
"12212","F","Yes",4,"Office Supplies",95.97,5,"(6.8e+03,7e+03]",54,2015,12,5
"12213","F","Yes",4,"Technology",105.584,2,"(7.8e+03,8e+03]",54,2015,12,3
"12214","F","Yes",4,"Office Supplies",9.344,2,"(6.6e+03,6.8e+03]",54,2015,12,5
"12215","F","Yes",4,"Technology",23.472,3,"(7.6e+03,7.8e+03]",53,2014,10,4
"12216","F","Yes",4,"Technology",246.384,2,"(7.8e+03,8e+03]",53,2014,9,3
"12217","F","Yes",4,"Technology",1799.97,3,"(7.6e+03,7.8e+03]",53,2014,9,4
"12218","M","Yes",4,"Technology",479.984,2,"(7.6e+03,7.8e+03]",29,2016,12,4
"12219","M","Yes",4,"Office Supplies",5.16,2,"(6.6e+03,6.8e+03]",29,2016,6,2
"12220","M","Yes",4,"Office Supplies",38.88,6,"(7.2e+03,7.4e+03]",29,2016,6,2
"12221","M","Yes",4,"Office Supplies",7.92,5,"(7e+03,7.2e+03]",30,2017,4,2
"12222","M","Yes",4,"Technology",149.95,5,"(7.4e+03,7.6e+03]",30,2017,9,3
"12223","M","Yes",4,"Office Supplies",13.216,4,"(6.8e+03,7e+03]",29,2016,9,2
"12224","M","Yes",4,"Office Supplies",968.744,7,"(6.8e+03,7e+03]",29,2016,12,2
"12225","M","Yes",4,"Office Supplies",50.112,6,"(6.8e+03,7e+03]",28,2015,8,2
"12226","M","Yes",4,"Office Supplies",21.312,3,"(6.8e+03,7e+03]",30,2017,12,2
"12227","M","Yes",4,"Office Supplies",222.352,13,"(6.8e+03,7e+03]",29,2016,12,2
"12228","M","Yes",4,"Furniture",184.752,3,"(6.2e+03,6.4e+03]",29,2016,9,1
"12229","M","Yes",4,"Office Supplies",16.74,3,"(6.6e+03,6.8e+03]",30,2017,9,2
"12230","M","Yes",4,"Office Supplies",32.56,2,"(7.4e+03,7.6e+03]",30,2017,12,2
"12231","M","Yes",4,"Office Supplies",23.32,2,"(6.6e+03,6.8e+03]",30,2017,9,2
"12232","M","Yes",3,"Technology",201.584,2,"(7.8e+03,8e+03]",39,2015,5,3
"12233","M","Yes",3,"Office Supplies",74.352,3,"(7e+03,7.2e+03]",41,2017,12,2
"12234","M","Yes",3,"Office Supplies",53.94,3,"(6.6e+03,6.8e+03]",38,2014,9,2
"12235","F","Yes",4,"Furniture",183.968,2,"(6e+03,6.2e+03]",49,2017,11,6
"12236","F","Yes",4,"Furniture",283.92,5,"(6.2e+03,6.4e+03]",47,2015,11,6
"12237","F","Yes",4,"Furniture",70.56,6,"(6.2e+03,6.4e+03]",48,2016,12,6
"12238","F","Yes",4,"Office Supplies",24.9,5,"(7.2e+03,7.4e+03]",46,2014,3,5
"12239","F","Yes",4,"Technology",1259.97,3,"(7.8e+03,8e+03]",49,2017,11,4
"12240","F","Yes",4,"Office Supplies",12.96,2,"(7e+03,7.2e+03]",49,2017,5,5
"12241","F","Yes",4,"Office Supplies",81.96,2,"(6.4e+03,6.6e+03]",48,2016,12,5
"12242","F","Yes",4,"Office Supplies",46.76,7,"(7.2e+03,7.4e+03]",49,2017,11,5
"12243","F","Yes",4,"Office Supplies",68.97,3,"(6.6e+03,6.8e+03]",49,2017,11,5
"12244","M","Yes",4,"Office Supplies",32.04,4,"(7.2e+03,7.4e+03]",53,2016,5,2
"12245","M","Yes",4,"Office Supplies",79.47,3,"(6.4e+03,6.6e+03]",51,2014,8,2
"12246","M","Yes",4,"Office Supplies",4.56,2,"(6.6e+03,6.8e+03]",51,2014,8,2
"12247","M","Yes",4,"Office Supplies",179.94,3,"(6.4e+03,6.6e+03]",54,2017,7,2
"12248","M","Yes",4,"Furniture",1133.35,5,"(6.2e+03,6.4e+03]",51,2014,8,1
"12249","M","Yes",4,"Office Supplies",13.05,5,"(7e+03,7.2e+03]",54,2017,10,2
"12250","M","Yes",4,"Furniture",892.98,2,"(6.4e+03,6.6e+03]",54,2017,1,1
"12251","M","Yes",4,"Office Supplies",12.96,2,"(7.2e+03,7.4e+03]",54,2017,7,2
"12252","M","Yes",4,"Furniture",872.94,3,"(6.4e+03,6.6e+03]",54,2017,7,1
"12253","F","Yes",4,"Office Supplies",33.44,10,"(6.8e+03,7e+03]",57,2016,8,5
"12254","F","Yes",4,"Office Supplies",35.52,3,"(7e+03,7.2e+03]",56,2015,8,5
"12255","F","Yes",4,"Technology",117.576,3,"(7.8e+03,8e+03]",55,2014,10,3
"12256","F","Yes",4,"Office Supplies",6.23,5,"(6.6e+03,6.8e+03]",56,2015,8,5
"12257","F","Yes",4,"Furniture",369.1992,3,"(6e+03,6.2e+03]",56,2015,8,6
"12258","F","Yes",4,"Office Supplies",146.73,3,"(7.2e+03,7.4e+03]",55,2014,10,5
"12259","F","Yes",4,"Office Supplies",134.48,4,"(6.4e+03,6.6e+03]",56,2015,12,5
"12260","F","Yes",4,"Office Supplies",12.96,2,"(7e+03,7.2e+03]",56,2015,12,5
"12261","F","Yes",4,"Office Supplies",56.704,2,"(7.2e+03,7.4e+03]",56,2015,8,5
"12262","F","Yes",4,"Office Supplies",2.992,1,"(6.8e+03,7e+03]",55,2014,10,5
"12263","F","Yes",4,"Office Supplies",18.75,5,"(7e+03,7.2e+03]",55,2014,10,5
"12264","F","Yes",4,"Office Supplies",20.064,6,"(6.8e+03,7e+03]",55,2014,10,5
"12265","M","Yes",4,"Office Supplies",140.75,5,"(6.6e+03,6.8e+03]",38,2016,11,2
"12266","M","Yes",4,"Office Supplies",7.24,5,"(7e+03,7.2e+03]",37,2015,9,2
"12267","M","Yes",4,"Furniture",66.645,3,"(6.4e+03,6.6e+03]",39,2017,10,1
"12268","M","Yes",4,"Office Supplies",36.63,3,"(7.4e+03,7.6e+03]",38,2016,11,2
"12269","M","Yes",4,"Furniture",652.45,5,"(6.4e+03,6.6e+03]",39,2017,10,1
"12270","M","Yes",4,"Office Supplies",34.68,6,"(7.2e+03,7.4e+03]",36,2014,12,2
"12271","M","Yes",4,"Office Supplies",56.45,5,"(7.4e+03,7.6e+03]",38,2016,2,2
"12272","M","Yes",4,"Office Supplies",8.67,3,"(7e+03,7.2e+03]",38,2016,2,2
"12273","M","Yes",4,"Office Supplies",68.742,9,"(6.6e+03,6.8e+03]",39,2017,3,2
"12274","M","Yes",4,"Office Supplies",24.88,2,"(7.4e+03,7.6e+03]",38,2016,11,2
"12275","M","Yes",4,"Office Supplies",77.55,5,"(7.4e+03,7.6e+03]",38,2016,11,2
"12276","M","Yes",4,"Office Supplies",25.71,3,"(7.4e+03,7.6e+03]",38,2016,2,2
"12277","M","Yes",4,"Technology",115.36,7,"(7.4e+03,7.6e+03]",36,2014,2,3
"12278","M","Yes",4,"Furniture",266.352,3,"(6.2e+03,6.4e+03]",37,2015,7,1
"12279","F","Yes",3,"Office Supplies",23.1,2,"(6.6e+03,6.8e+03]",34,2014,6,5
"12280","F","Yes",3,"Office Supplies",51.016,7,"(7e+03,7.2e+03]",36,2016,10,5
"12281","F","Yes",3,"Office Supplies",7.83,3,"(7e+03,7.2e+03]",36,2016,9,5
"12282","F","Yes",3,"Office Supplies",35.4,5,"(6.6e+03,6.8e+03]",36,2016,9,5
"12283","F","Yes",3,"Office Supplies",29.9,5,"(7.2e+03,7.4e+03]",36,2016,9,5
"12284","F","Yes",3,"Office Supplies",25.248,4,"(7e+03,7.2e+03]",36,2016,10,5
"12285","F","Yes",3,"Office Supplies",7.36,2,"(7.4e+03,7.6e+03]",34,2014,6,5
"12286","F","Yes",3,"Furniture",56.686,1,"(6.2e+03,6.4e+03]",36,2016,10,6
"12287","F","Yes",3,"Office Supplies",51.45,3,"(7.4e+03,7.6e+03]",36,2016,9,5
"12288","F","Yes",4,"Office Supplies",7.89,1,"(7e+03,7.2e+03]",40,2017,1,5
"12289","F","Yes",4,"Office Supplies",415.176,3,"(6.8e+03,7e+03]",39,2016,12,5
"12290","F","Yes",4,"Technology",257.98,2,"(7.8e+03,8e+03]",40,2017,7,4
"12291","F","Yes",4,"Office Supplies",39.98,1,"(6.8e+03,7e+03]",38,2015,9,5
"12292","F","Yes",4,"Office Supplies",333.056,2,"(6.4e+03,6.6e+03]",37,2014,11,5
"12293","F","Yes",4,"Office Supplies",33.282,3,"(6.8e+03,7e+03]",40,2017,10,5
"12294","F","Yes",4,"Office Supplies",119.04,6,"(6.6e+03,6.8e+03]",40,2017,7,5
"12295","F","Yes",4,"Technology",118.65,5,"(7.8e+03,8e+03]",40,2017,10,4
"12296","F","Yes",4,"Office Supplies",274.8,5,"(7.2e+03,7.4e+03]",40,2017,7,5
"12297","F","Yes",4,"Office Supplies",4.224,3,"(6.6e+03,6.8e+03]",37,2014,11,5
"12298","F","Yes",4,"Office Supplies",195.64,4,"(7.4e+03,7.6e+03]",40,2017,7,5
"12299","F","Yes",4,"Office Supplies",24.896,4,"(7.2e+03,7.4e+03]",37,2014,11,5
"12300","F","Yes",4,"Office Supplies",35.232,3,"(6.8e+03,7e+03]",39,2016,12,5
"12301","F","Yes",4,"Office Supplies",153.78,11,"(7.4e+03,7.6e+03]",40,2017,1,5
"12302","F","Yes",4,"Office Supplies",14.76,5,"(7e+03,7.2e+03]",40,2017,10,5
"12303","F","Yes",4,"Office Supplies",110.11,7,"(7.4e+03,7.6e+03]",40,2017,1,5
"12304","F","Yes",4,"Furniture",25.11,3,"(6.2e+03,6.4e+03]",40,2017,4,6
"12305","F","Yes",4,"Office Supplies",61.02,3,"(7.4e+03,7.6e+03]",40,2017,1,5
"12306","F","Yes",4,"Office Supplies",54.96,1,"(7e+03,7.2e+03]",39,2016,12,5
"12307","F","Yes",3,"Furniture",4.18,1,"(6.4e+03,6.6e+03]",33,2016,11,6
"12308","F","Yes",3,"Office Supplies",41.28,6,"(6.6e+03,6.8e+03]",34,2017,11,5
"12309","F","Yes",3,"Office Supplies",13.36,2,"(7.2e+03,7.4e+03]",34,2017,11,5
"12310","M","Yes",2,"Office Supplies",11.84,8,"(7e+03,7.2e+03]",21,2017,1,2
"12311","M","Yes",2,"Office Supplies",394.816,4,"(6.4e+03,6.6e+03]",20,2016,12,2
"12312","M","Yes",2,"Technology",39.992,1,"(7.6e+03,7.8e+03]",21,2017,3,4
"12313","M","Yes",2,"Furniture",600.558,3,"(6.2e+03,6.4e+03]",21,2017,3,1
"12314","M","Yes",2,"Furniture",933.262,4,"(6.4e+03,6.6e+03]",21,2017,5,1
"12315","M","Yes",2,"Furniture",176.784,1,"(6e+03,6.2e+03]",20,2016,3,1
"12316","M","Yes",2,"Office Supplies",95.92,8,"(6.6e+03,6.8e+03]",21,2017,6,2
"12317","M","Yes",2,"Technology",3999.95,5,"(7.6e+03,7.8e+03]",20,2016,5,4
"12318","M","Yes",2,"Office Supplies",3.328,2,"(7.4e+03,7.6e+03]",21,2017,5,2
"12319","M","Yes",2,"Office Supplies",44.4,3,"(7e+03,7.2e+03]",20,2016,5,2
"12320","M","Yes",2,"Furniture",1023.332,5,"(6e+03,6.2e+03]",21,2017,3,1
"12321","M","Yes",2,"Furniture",63.68,8,"(6.2e+03,6.4e+03]",20,2016,5,1
"12322","M","Yes",2,"Furniture",11.648,2,"(6.2e+03,6.4e+03]",20,2016,7,1
"12323","M","Yes",2,"Technology",199.95,5,"(7.6e+03,7.8e+03]",20,2016,5,4
"12324","M","Yes",2,"Office Supplies",85.232,7,"(6.6e+03,6.8e+03]",20,2016,5,2
"12325","M","Yes",2,"Furniture",211.246,2,"(6e+03,6.2e+03]",21,2017,3,1
"12326","M","Yes",2,"Furniture",442.764,4,"(6e+03,6.2e+03]",20,2016,5,1
"12327","M","Yes",2,"Office Supplies",18.192,4,"(6.6e+03,6.8e+03]",20,2016,12,2
"12328","M","Yes",2,"Furniture",2803.92,5,"(6e+03,6.2e+03]",21,2017,5,1
"12329","M","Yes",2,"Office Supplies",4.16,2,"(6.6e+03,6.8e+03]",20,2016,7,2
"12330","M","Yes",4,"Furniture",23.68,8,"(6.2e+03,6.4e+03]",38,2017,4,1
"12331","M","Yes",4,"Technology",2.376,3,"(7.6e+03,7.8e+03]",38,2017,4,4
"12332","M","Yes",4,"Office Supplies",12.96,2,"(7.2e+03,7.4e+03]",38,2017,10,2
"12333","M","Yes",4,"Furniture",21.12,4,"(6.2e+03,6.4e+03]",37,2016,12,1
"12334","M","Yes",4,"Technology",44.75,5,"(7.6e+03,7.8e+03]",38,2017,6,4
"12335","M","Yes",4,"Office Supplies",11.96,2,"(7.2e+03,7.4e+03]",38,2017,6,2
"12336","M","Yes",4,"Technology",5.544,7,"(7.6e+03,7.8e+03]",35,2014,11,3
"12337","M","Yes",4,"Office Supplies",10.192,7,"(6.6e+03,6.8e+03]",38,2017,12,2
"12338","M","Yes",4,"Office Supplies",49.96,2,"(7.4e+03,7.6e+03]",38,2017,10,2
"12339","M","Yes",4,"Office Supplies",34.48,2,"(7.4e+03,7.6e+03]",38,2017,9,2
"12340","M","Yes",4,"Furniture",20.32,4,"(6.2e+03,6.4e+03]",38,2017,9,1
"12341","M","Yes",4,"Office Supplies",3.912,1,"(6.8e+03,7e+03]",38,2017,6,2
"12342","M","Yes",4,"Office Supplies",34.176,3,"(6.4e+03,6.6e+03]",35,2014,11,2
"12343","M","Yes",4,"Office Supplies",113.94,3,"(6.4e+03,6.6e+03]",38,2017,9,2
"12344","M","Yes",4,"Office Supplies",244.55,5,"(7.2e+03,7.4e+03]",38,2017,9,2
"12345","M","Yes",4,"Office Supplies",99.2,5,"(6.6e+03,6.8e+03]",36,2015,9,2
"12346","M","Yes",4,"Furniture",6.368,2,"(6.2e+03,6.4e+03]",35,2014,11,1
"12347","M","Yes",4,"Technology",95.68,8,"(7.8e+03,8e+03]",38,2017,9,3
"12348","M","Yes",4,"Technology",411.98,2,"(7.8e+03,8e+03]",38,2017,9,3
"12349","M","Yes",4,"Office Supplies",50.96,7,"(7e+03,7.2e+03]",38,2017,9,2
"12350","M","Yes",4,"Office Supplies",25.92,4,"(7.2e+03,7.4e+03]",38,2017,9,2
"12351","F","Yes",4,"Office Supplies",58.32,9,"(7.2e+03,7.4e+03]",27,2017,7,5
"12352","F","Yes",4,"Office Supplies",15.76,2,"(6.6e+03,6.8e+03]",25,2015,9,5
"12353","F","Yes",4,"Technology",239.8,5,"(7.6e+03,7.8e+03]",25,2015,9,4
"12354","F","Yes",4,"Office Supplies",86.304,6,"(6.6e+03,6.8e+03]",25,2015,9,5
"12355","F","Yes",4,"Office Supplies",141.76,5,"(7e+03,7.2e+03]",25,2015,9,5
"12356","F","Yes",4,"Office Supplies",6.858,6,"(6.8e+03,7e+03]",25,2015,9,5
"12357","F","Yes",4,"Office Supplies",34.44,3,"(7.2e+03,7.4e+03]",25,2015,10,5
"12358","F","Yes",4,"Office Supplies",15.192,3,"(6.8e+03,7e+03]",27,2017,7,5
"12359","F","Yes",4,"Office Supplies",10.78,5,"(6.8e+03,7e+03]",24,2014,10,5
"12360","F","Yes",4,"Office Supplies",19.05,3,"(7.2e+03,7.4e+03]",27,2017,9,5
"12361","F","Yes",4,"Technology",119.976,3,"(7.6e+03,7.8e+03]",24,2014,10,4
"12362","F","Yes",4,"Office Supplies",191.88,6,"(7.4e+03,7.6e+03]",24,2014,12,5
"12363","F","Yes",4,"Office Supplies",121.792,4,"(6.4e+03,6.6e+03]",24,2014,10,5
"12364","F","Yes",4,"Office Supplies",9.618,2,"(6.6e+03,6.8e+03]",25,2015,9,5
"12365","F","Yes",4,"Office Supplies",31.104,6,"(7.2e+03,7.4e+03]",25,2015,9,5
"12366","F","Yes",4,"Furniture",124.2,3,"(6.4e+03,6.6e+03]",25,2015,9,6
"12367","F","Yes",4,"Furniture",14.368,2,"(6.2e+03,6.4e+03]",26,2016,2,6
"12368","F","Yes",4,"Office Supplies",3.264,2,"(6.8e+03,7e+03]",25,2015,9,5
"12369","F","Yes",4,"Furniture",3083.43,7,"(6e+03,6.2e+03]",25,2015,9,6
"12370","F","Yes",4,"Furniture",409.59,3,"(6.4e+03,6.6e+03]",24,2014,10,6
"12371","F","Yes",4,"Office Supplies",61.568,2,"(7.4e+03,7.6e+03]",40,2014,10,5
"12372","F","Yes",4,"Furniture",262.11,1,"(6.4e+03,6.6e+03]",43,2017,10,6
"12373","F","Yes",4,"Office Supplies",2.224,1,"(6.6e+03,6.8e+03]",43,2017,9,5
"12374","F","Yes",4,"Office Supplies",66.03,3,"(6.6e+03,6.8e+03]",40,2014,9,5
"12375","F","Yes",4,"Office Supplies",41.568,6,"(6.8e+03,7e+03]",41,2015,7,5
"12376","F","Yes",4,"Technology",1439.92,8,"(7.8e+03,8e+03]",43,2017,10,4
"12377","F","Yes",4,"Office Supplies",6.48,1,"(7.2e+03,7.4e+03]",42,2016,12,5
"12378","F","Yes",4,"Office Supplies",6.192,3,"(6.6e+03,6.8e+03]",40,2014,10,5
"12379","F","Yes",4,"Furniture",1166.92,5,"(6.2e+03,6.4e+03]",41,2015,3,6
"12380","F","Yes",3,"Office Supplies",36.6,3,"(6.8e+03,7e+03]",22,2016,3,5
"12381","F","Yes",3,"Technology",545.916,14,"(7.8e+03,8e+03]",23,2017,6,4
"12382","F","Yes",3,"Office Supplies",10.86,3,"(7e+03,7.2e+03]",23,2017,12,5
"12383","F","Yes",3,"Office Supplies",426.79,7,"(6.4e+03,6.6e+03]",23,2017,12,5
"12384","F","Yes",3,"Office Supplies",5.98,1,"(7.2e+03,7.4e+03]",22,2016,3,5
"12385","F","Yes",3,"Office Supplies",45.68,2,"(7.2e+03,7.4e+03]",21,2015,5,5
"12386","F","Yes",3,"Furniture",41.85,5,"(6.2e+03,6.4e+03]",22,2016,10,6
"12387","F","Yes",3,"Technology",69.9,2,"(7.6e+03,7.8e+03]",22,2016,10,4
"12388","F","Yes",3,"Furniture",139.92,2,"(6.2e+03,6.4e+03]",23,2017,11,6
"12389","F","Yes",3,"Office Supplies",32.4,5,"(7.2e+03,7.4e+03]",20,2014,11,5
"12390","F","Yes",3,"Office Supplies",19.296,3,"(6.8e+03,7e+03]",22,2016,7,5
"12391","F","Yes",3,"Office Supplies",243.16,2,"(6.4e+03,6.6e+03]",23,2017,5,5
"12392","F","Yes",3,"Office Supplies",33.29,1,"(7.4e+03,7.6e+03]",23,2017,11,5
"12393","F","Yes",3,"Office Supplies",87.92,4,"(7.4e+03,7.6e+03]",22,2016,3,5
"12394","F","Yes",3,"Technology",107.984,1,"(7.8e+03,8e+03]",22,2016,7,4
"12395","F","Yes",3,"Technology",287.91,3,"(7.6e+03,7.8e+03]",22,2016,3,4
"12396","F","Yes",3,"Furniture",589.41,5,"(6.2e+03,6.4e+03]",20,2014,10,6
"12397","F","Yes",3,"Office Supplies",73.68,6,"(7.2e+03,7.4e+03]",23,2017,11,5
"12398","F","Yes",3,"Technology",358.2,3,"(7.8e+03,8e+03]",23,2017,6,4
"12399","F","Yes",3,"Furniture",637.896,3,"(6.4e+03,6.6e+03]",22,2016,3,6
"12400","F","Yes",3,"Office Supplies",10.896,3,"(7.2e+03,7.4e+03]",20,2014,9,5
"12401","F","Yes",3,"Technology",107.88,3,"(7.8e+03,8e+03]",23,2017,11,4
"12402","M","Yes",4,"Office Supplies",243.88,5,"(6.4e+03,6.6e+03]",73,2016,7,2
"12403","M","Yes",4,"Office Supplies",360.38,2,"(7.4e+03,7.6e+03]",74,2017,7,2
"12404","M","Yes",4,"Office Supplies",26.2,2,"(7.2e+03,7.4e+03]",71,2014,9,2
"12405","M","Yes",4,"Technology",246.168,3,"(7.8e+03,8e+03]",72,2015,12,3
"12406","M","Yes",4,"Office Supplies",166.44,3,"(7e+03,7.2e+03]",71,2014,9,2
"12407","M","Yes",4,"Furniture",97.424,2,"(6.2e+03,6.4e+03]",72,2015,12,1
"12408","M","Yes",4,"Office Supplies",36.48,6,"(7e+03,7.2e+03]",73,2016,2,2
"12409","M","Yes",4,"Furniture",785.88,6,"(6.2e+03,6.4e+03]",71,2014,9,1
"12410","M","Yes",4,"Office Supplies",1325.85,5,"(7.4e+03,7.6e+03]",71,2014,9,2
"12411","M","Yes",4,"Office Supplies",13.56,2,"(7.2e+03,7.4e+03]",74,2017,7,2
"12412","F","Yes",4,"Office Supplies",6.048,4,"(7e+03,7.2e+03]",35,2014,9,5
"12413","F","Yes",4,"Office Supplies",8.552,2,"(6.8e+03,7e+03]",35,2014,9,5
"12414","F","Yes",4,"Office Supplies",10.95,3,"(7.4e+03,7.6e+03]",35,2014,11,5
"12415","F","Yes",4,"Office Supplies",6.848,2,"(7.2e+03,7.4e+03]",35,2014,9,5
"12416","F","Yes",4,"Office Supplies",713.88,4,"(7.4e+03,7.6e+03]",38,2017,6,5
"12417","F","Yes",4,"Technology",79.96,5,"(7.6e+03,7.8e+03]",36,2015,3,4
"12418","F","Yes",4,"Office Supplies",102.368,2,"(6.6e+03,6.8e+03]",38,2017,6,5
"12419","F","Yes",4,"Furniture",9.96,5,"(6.2e+03,6.4e+03]",35,2014,9,6
"12420","F","Yes",4,"Furniture",653.55,3,"(6.4e+03,6.6e+03]",35,2014,4,6
"12421","F","Yes",4,"Office Supplies",28.4,5,"(7.4e+03,7.6e+03]",38,2017,6,5
"12422","F","Yes",4,"Office Supplies",33.62,5,"(6.4e+03,6.6e+03]",38,2017,3,5
"12423","F","Yes",4,"Office Supplies",6.68,2,"(6.6e+03,6.8e+03]",36,2015,1,5
"12424","F","Yes",4,"Technology",36.51,1,"(7.6e+03,7.8e+03]",36,2015,8,4
"12425","F","Yes",4,"Office Supplies",137.24,5,"(6.8e+03,7e+03]",36,2015,8,5
"12426","F","Yes",4,"Technology",33.9,2,"(7.6e+03,7.8e+03]",35,2014,4,4
"12427","F","Yes",4,"Office Supplies",68.52,3,"(7.2e+03,7.4e+03]",38,2017,6,5
"12428","F","Yes",4,"Technology",239.976,3,"(7.6e+03,7.8e+03]",36,2015,8,4
"12429","F","Yes",4,"Furniture",1552.831,7,"(6e+03,6.2e+03]",36,2015,8,6
"12430","M","Yes",4,"Furniture",883.92,5,"(6e+03,6.2e+03]",72,2014,12,1
"12431","M","Yes",4,"Office Supplies",8.016,3,"(6.6e+03,6.8e+03]",73,2015,10,2
"12432","M","Yes",4,"Office Supplies",46.72,8,"(6.6e+03,6.8e+03]",72,2014,12,2
"12433","M","Yes",4,"Technology",119.96,4,"(7.6e+03,7.8e+03]",72,2014,12,3
"12434","M","No",1,"Furniture",8.544,2,"(6.2e+03,6.4e+03]",36,2014,9,1
"12435","M","No",1,"Office Supplies",21.56,7,"(7e+03,7.2e+03]",36,2014,5,2
"12436","M","No",1,"Office Supplies",124.608,4,"(7.4e+03,7.6e+03]",38,2016,6,2
"12437","M","No",1,"Furniture",254.744,7,"(6.2e+03,6.4e+03]",37,2015,1,1
"12438","M","No",1,"Office Supplies",7.56,3,"(7e+03,7.2e+03]",38,2016,6,2
"12439","M","No",1,"Office Supplies",11.952,3,"(7.2e+03,7.4e+03]",38,2016,9,2
"12440","M","No",1,"Furniture",28,4,"(6.4e+03,6.6e+03]",38,2016,9,1
"12441","M","No",1,"Office Supplies",12.201,7,"(6.8e+03,7e+03]",38,2016,9,2
"12442","M","Yes",4,"Technology",89.98,2,"(7.8e+03,8e+03]",45,2017,11,3
"12443","M","Yes",4,"Technology",1879.96,4,"(7.8e+03,8e+03]",45,2017,11,3
"12444","M","Yes",4,"Furniture",103.5,5,"(6.4e+03,6.6e+03]",45,2017,3,1
"12445","M","Yes",4,"Furniture",27.46,2,"(6.2e+03,6.4e+03]",45,2017,11,1
"12446","M","Yes",4,"Office Supplies",2.464,1,"(7e+03,7.2e+03]",45,2017,3,2
"12447","M","Yes",4,"Technology",35.96,1,"(7.8e+03,8e+03]",45,2017,8,3
"12448","M","Yes",4,"Office Supplies",23.952,2,"(7.4e+03,7.6e+03]",44,2016,4,2
"12449","M","Yes",4,"Furniture",828.6,3,"(6.2e+03,6.4e+03]",45,2017,11,1
"12450","M","Yes",4,"Furniture",257.94,3,"(6.4e+03,6.6e+03]",45,2017,11,1
"12451","M","Yes",4,"Technology",1718.4,6,"(7.8e+03,8e+03]",43,2015,12,3
"12452","M","Yes",4,"Office Supplies",360.712,11,"(7e+03,7.2e+03]",43,2015,12,2
"12453","M","Yes",4,"Office Supplies",5.76,2,"(6.6e+03,6.8e+03]",45,2017,12,2
"12454","M","Yes",4,"Office Supplies",21.4,5,"(6.6e+03,6.8e+03]",45,2017,1,2
"12455","M","Yes",4,"Office Supplies",8.72,1,"(7.4e+03,7.6e+03]",45,2017,3,2
"12456","M","Yes",4,"Office Supplies",4.368,3,"(6.6e+03,6.8e+03]",37,2017,7,2
"12457","M","Yes",4,"Technology",13.48,1,"(7.6e+03,7.8e+03]",37,2017,9,4
"12458","M","Yes",4,"Furniture",315.776,8,"(6.2e+03,6.4e+03]",36,2016,1,1
"12459","M","Yes",4,"Technology",57.584,2,"(7.4e+03,7.6e+03]",36,2016,9,3
"12460","M","Yes",4,"Office Supplies",15.936,4,"(7e+03,7.2e+03]",35,2015,5,2
"12461","M","Yes",4,"Office Supplies",35.952,3,"(7.4e+03,7.6e+03]",36,2016,9,2
"12462","M","Yes",4,"Office Supplies",49.12,4,"(7e+03,7.2e+03]",37,2017,6,2
"12463","M","Yes",4,"Furniture",244.006,2,"(6.4e+03,6.6e+03]",35,2015,5,1
"12464","M","Yes",4,"Office Supplies",131.136,4,"(7.4e+03,7.6e+03]",36,2016,9,2
"12465","M","Yes",4,"Furniture",2396.2656,4,"(6e+03,6.2e+03]",36,2016,9,1
"12466","M","Yes",4,"Office Supplies",34.848,2,"(6.4e+03,6.6e+03]",37,2017,7,2
"12467","M","Yes",4,"Office Supplies",89.568,2,"(7.2e+03,7.4e+03]",36,2016,1,2
"12468","M","Yes",4,"Office Supplies",38.71,7,"(6.8e+03,7e+03]",37,2017,9,2
"12469","M","Yes",4,"Office Supplies",40.29,3,"(7.4e+03,7.6e+03]",37,2017,9,2
"12470","M","Yes",4,"Technology",22,5,"(7.8e+03,8e+03]",37,2017,7,3
"12471","M","Yes",4,"Furniture",14.272,8,"(6.2e+03,6.4e+03]",69,2016,1,1
"12472","M","Yes",4,"Technology",35.12,2,"(7.8e+03,8e+03]",68,2015,9,3
