ProductCategory,Sales,Quantity,gender,MaritalStatus,Familysize,Prodbin,Age,year,month
Technology,210.56400000000002,6,M,Yes,4,10,65,2017,7
Office Supplies,6.12,3,F,Yes,4,5,32,2014,3
Furniture,1184.72,4,F,Yes,4,3,32,2014,3
Technology,239.976,3,F,Yes,4,9,33,2014,9
Furniture,63.94,1,F,Yes,4,3,35,2016,9
Office Supplies,60.6,5,F,Yes,4,5,35,2016,9
Office Supplies,22.72,4,F,Yes,4,8,35,2016,9
Office Supplies,176.04,4,F,Yes,4,3,35,2017,3
Office Supplies,16.02,9,F,Yes,4,4,35,2017,3
Office Supplies,185.92,4,F,Yes,4,5,35,2017,3
Technology,211.168,4,F,Yes,4,9,35,2017,3
Technology,479.98400000000004,2,F,Yes,4,9,35,2017,3
Office Supplies,146.86,7,F,Yes,4,5,35,2017,4
Office Supplies,36.56,4,F,Yes,4,4,35,2017,4
Office Supplies,19.36,2,M,Yes,4,7,39,2014,1
Furniture,19.3,2,M,Yes,4,2,39,2014,1
Office Supplies,83.7,5,M,Yes,4,8,40,2015,3
Office Supplies,47.952,3,M,Yes,4,6,40,2015,6
Office Supplies,0.9840000000000001,2,M,Yes,4,4,40,2015,6
Furniture,75.384,9,M,Yes,4,3,40,2015,6
Office Supplies,4.6080000000000005,2,M,Yes,4,6,40,2015,6
Office Supplies,17.64,3,M,Yes,4,7,41,2016,3
Office Supplies,17.04,3,M,Yes,4,5,41,2016,3
Office Supplies,192.16,4,M,Yes,4,7,41,2016,9
Furniture,359.97,3,M,Yes,4,1,42,2017,2
Furniture,271.764,2,M,Yes,4,1,42,2017,3
Office Supplies,20.724,2,M,Yes,4,5,43,2017,11
Office Supplies,415.87199999999996,8,M,Yes,4,8,43,2017,11
Furniture,13.592,2,M,Yes,4,2,43,2017,12
Technology,359.98,2,F,Yes,3,10,41,2014,7
Furniture,70.56,1,F,Yes,3,3,41,2014,7
Office Supplies,20.88,2,F,Yes,3,5,41,2014,7
Office Supplies,3.81,1,F,Yes,3,5,41,2014,7
Technology,30.08,2,F,Yes,3,9,43,2016,1
Technology,165.6,3,F,Yes,3,9,43,2016,1
Technology,180.96,5,F,Yes,3,10,43,2016,1
Office Supplies,37.208,1,F,Yes,3,8,45,2017,12
Office Supplies,57.576,3,F,Yes,3,6,45,2017,12
Office Supplies,481.32,4,F,Yes,3,8,45,2017,12
Office Supplies,13.98,1,F,Yes,3,8,45,2017,12
Office Supplies,27.36,4,M,Yes,4,8,39,2014,9
Office Supplies,20.56,2,M,Yes,4,6,39,2014,9
Office Supplies,83.92,5,M,Yes,4,5,39,2014,9
Office Supplies,9.522,1,M,Yes,4,5,40,2015,9
Technology,791.9639999999999,6,M,Yes,4,10,40,2015,9
Office Supplies,4.923,3,M,Yes,4,4,40,2015,9
Office Supplies,93.03200000000001,2,M,Yes,4,3,41,2016,9
Furniture,454.965,5,M,Yes,4,1,41,2016,9
Office Supplies,41.4,4,M,Yes,4,6,42,2017,7
Office Supplies,17.22,3,M,Yes,4,8,42,2017,8
Office Supplies,226.56,6,M,Yes,4,8,42,2017,8
Technology,107.88,3,M,Yes,4,10,42,2017,8
Furniture,561.5840000000001,2,F,Yes,4,1,23,2014,4
Office Supplies,99.92,5,F,Yes,4,8,23,2014,4
Office Supplies,177.2,5,F,Yes,4,6,23,2014,7
Technology,197.97,3,F,Yes,4,10,23,2014,7
Furniture,854.94,3,F,Yes,4,2,23,2014,7
Furniture,124.11,9,F,Yes,4,2,23,2014,7
Office Supplies,14.4,5,F,Yes,4,6,23,2014,7
Furniture,22.288,7,F,Yes,4,2,24,2015,5
Technology,41.9,2,F,Yes,4,9,24,2015,6
Technology,349.95,5,F,Yes,4,8,24,2016,1
Technology,377.92800000000005,9,F,Yes,4,10,24,2016,1
Furniture,3504.9,5,F,Yes,4,1,25,2016,5
Office Supplies,144.12,3,F,Yes,4,7,25,2016,5
Office Supplies,314.55,3,F,Yes,4,6,25,2016,5
Technology,437.85,3,F,Yes,4,10,25,2016,9
Furniture,109.48,2,F,Yes,4,3,25,2016,9
Office Supplies,41.96,2,F,Yes,4,8,25,2016,9
Office Supplies,41.7,5,F,Yes,4,6,25,2016,9
Furniture,207.76,4,F,Yes,4,2,25,2016,11
Technology,453.57599999999996,3,F,Yes,4,10,25,2016,12
Office Supplies,45.36,9,F,Yes,4,6,25,2016,12
Technology,287.88,3,F,Yes,4,10,25,2016,12
Technology,131.88,3,F,Yes,4,10,25,2016,12
Furniture,2.3280000000000003,2,F,Yes,4,2,25,2016,12
Office Supplies,2.8960000000000004,2,F,Yes,4,6,26,2017,7
Technology,124.792,1,F,Yes,4,10,26,2017,7
Office Supplies,11.952,3,M,Yes,4,7,39,2015,6
Office Supplies,4.5360000000000005,7,M,Yes,4,5,39,2015,6
Office Supplies,9.156,2,M,Yes,4,5,39,2015,6
Furniture,75.36,5,M,Yes,4,3,39,2015,6
Office Supplies,31.05,3,M,Yes,4,6,39,2015,9
Furniture,8.92,4,M,Yes,4,2,39,2015,9
Office Supplies,209.6,4,M,Yes,4,5,39,2015,9
Office Supplies,111.04,4,M,Yes,4,3,39,2015,9
Office Supplies,38.88,6,M,Yes,4,6,39,2015,9
Office Supplies,19.46,7,M,Yes,4,4,39,2015,11
Office Supplies,368.91,9,M,Yes,4,6,40,2016,6
Office Supplies,8.02,1,M,Yes,4,4,40,2016,6
Office Supplies,171.04,4,M,Yes,4,8,40,2016,6
Office Supplies,29.9,5,M,Yes,4,7,41,2017,2
Office Supplies,762.5939999999999,3,M,Yes,4,5,41,2017,9
Office Supplies,2.89,1,M,Yes,4,6,31,2014,1
Furniture,51.94,1,M,Yes,4,2,31,2014,1
Furniture,1421.664,8,M,Yes,4,3,32,2014,10
Office Supplies,1737.18,6,M,Yes,4,3,32,2014,12
Office Supplies,704.25,5,M,Yes,4,8,32,2014,12
Office Supplies,141.76,4,M,Yes,4,7,32,2014,12
Office Supplies,10.86,2,M,Yes,4,7,33,2015,5
Office Supplies,7.434,6,M,Yes,4,5,34,2016,11
Office Supplies,3.76,2,M,Yes,4,4,35,2017,5
Office Supplies,14.7,5,M,Yes,4,4,35,2017,5
Office Supplies,37.2,5,M,Yes,4,4,35,2017,5
Technology,89.97,3,M,Yes,4,9,35,2017,5
Furniture,261.96,2,M,Yes,4,2,35,2017,5
Office Supplies,74.0,5,M,Yes,4,6,35,2017,5
Office Supplies,307.776,7,M,Yes,4,6,35,2017,10
Furniture,322.59,3,F,No,1,2,66,2015,11
Office Supplies,13.14,9,F,No,1,4,67,2016,8
Office Supplies,10.024,4,F,No,1,5,67,2016,8
Furniture,156.3728,2,F,No,1,1,67,2016,8
Office Supplies,252.78400000000002,4,F,No,1,5,68,2017,2
Technology,127.984,2,F,No,1,9,68,2017,2
Furniture,3.984,2,F,No,1,2,68,2017,2
Office Supplies,12.992,2,F,No,1,3,68,2017,2
Furniture,4416.174,9,F,No,1,1,68,2017,8
Office Supplies,12.96,2,F,No,1,7,68,2017,9
Furniture,149.9,5,F,Yes,4,2,36,2014,11
Office Supplies,42.208,2,F,Yes,4,7,36,2014,12
Office Supplies,1369.764,6,F,Yes,4,4,36,2015,9
Office Supplies,294.368,4,F,Yes,4,8,36,2015,9
Office Supplies,152.688,2,F,Yes,4,8,37,2015,12
Office Supplies,3.488,2,F,Yes,4,6,37,2015,12
Office Supplies,5.888,2,F,Yes,4,8,37,2015,12
Technology,67.176,3,F,Yes,4,10,38,2016,11
Office Supplies,15.232000000000001,4,F,Yes,4,6,38,2016,11
Technology,659.9,2,F,Yes,4,9,38,2017,8
Office Supplies,5.56,2,F,Yes,4,3,39,2017,11
Office Supplies,32.775999999999996,1,F,Yes,4,4,39,2017,12
Furniture,129.56799999999998,2,F,No,1,1,14,2014,2
Office Supplies,15.552,3,F,No,1,4,14,2014,3
Office Supplies,1793.98,2,F,No,1,5,15,2014,9
Office Supplies,32.4,5,F,No,1,7,15,2014,9
Office Supplies,404.9,5,F,No,1,8,15,2014,9
Office Supplies,9449.95,5,F,No,1,4,15,2014,9
Office Supplies,12.94,2,F,No,1,4,15,2014,9
Furniture,603.92,5,F,No,1,1,15,2014,11
Office Supplies,21.84,3,F,No,1,5,15,2014,11
Technology,29.99,1,F,No,1,9,15,2014,11
Furniture,381.44,2,F,No,1,1,15,2014,11
Office Supplies,5.04,3,F,No,1,6,16,2015,11
Office Supplies,92.94,3,F,No,1,6,16,2015,11
Furniture,66.69,3,F,No,1,3,16,2015,11
Office Supplies,91.68,5,F,No,1,5,16,2015,11
Furniture,282.84,4,F,No,1,2,16,2016,5
Office Supplies,27.72,9,F,No,1,6,16,2016,5
Office Supplies,119.616,8,F,No,1,5,17,2016,7
Furniture,255.76,4,F,No,1,3,17,2016,7
Furniture,241.56799999999998,2,F,No,1,2,17,2016,7
Furniture,69.3,9,F,No,1,2,17,2016,7
Office Supplies,12.7,2,F,No,1,7,17,2017,1
Office Supplies,2.6239999999999997,1,F,Yes,3,4,51,2014,12
Furniture,136.53,1,F,Yes,3,3,51,2014,12
Technology,263.96,1,F,Yes,3,9,51,2014,12
Office Supplies,3.15,1,F,Yes,3,6,51,2015,2
Office Supplies,22.72,4,F,Yes,3,7,51,2015,2
Office Supplies,7.23,5,F,Yes,3,5,52,2015,11
Office Supplies,17.44,2,F,Yes,3,8,52,2015,11
Office Supplies,62.88,4,F,Yes,3,5,52,2015,11
Furniture,290.35200000000003,3,F,Yes,3,1,52,2015,11
Office Supplies,51.52,5,F,Yes,3,8,52,2016,8
Office Supplies,3.528,1,F,Yes,3,7,52,2016,8
Office Supplies,4.624,1,F,Yes,3,7,52,2016,8
Office Supplies,55.168,4,F,Yes,3,8,52,2016,8
Technology,19.99,1,F,Yes,3,9,53,2017,9
Office Supplies,22.92,5,F,Yes,3,5,53,2017,9
Office Supplies,174.95,5,F,Yes,4,4,34,2014,4
Office Supplies,826.0,5,F,Yes,4,8,34,2014,4
Office Supplies,19.9,1,F,Yes,4,3,35,2014,9
Furniture,70.71,1,F,Yes,4,2,35,2014,9
Office Supplies,13.36,2,F,Yes,4,7,35,2015,2
Office Supplies,41.72,5,F,Yes,4,5,35,2015,2
Office Supplies,11.52,5,F,Yes,4,4,35,2015,2
Office Supplies,541.44,6,F,Yes,4,3,35,2015,2
Office Supplies,19.44,3,F,Yes,4,6,35,2015,2
Technology,125.944,7,F,Yes,4,10,36,2015,6
Office Supplies,62.8,4,F,Yes,4,8,36,2015,11
Office Supplies,123.92,5,F,Yes,4,3,37,2016,5
Office Supplies,16.45,5,F,Yes,4,7,37,2016,11
Furniture,19.92,4,F,Yes,4,2,37,2016,11
Office Supplies,542.94,3,F,Yes,4,3,38,2017,8
Furniture,54.92,4,F,Yes,4,2,38,2017,8
Furniture,25.16,2,F,Yes,4,2,38,2017,9
Technology,126.56,4,F,Yes,4,10,38,2017,9
Office Supplies,16.272000000000002,3,F,Yes,4,7,38,2017,11
Office Supplies,10.272,3,M,Yes,3,4,37,2015,5
Technology,71.98,2,M,Yes,3,8,40,2017,9
Technology,79.98,2,M,Yes,3,8,40,2017,9
Office Supplies,604.656,9,F,Yes,4,5,56,2014,11
Technology,11.992,1,F,Yes,4,9,57,2016,3
Office Supplies,12.96,2,F,Yes,4,7,59,2017,9
Office Supplies,17.94,3,F,Yes,4,4,59,2017,9
Technology,40.775999999999996,3,F,Yes,4,9,59,2017,11
Office Supplies,52.448,2,F,Yes,4,3,31,2014,9
Office Supplies,20.16,4,F,Yes,4,6,31,2014,9
Technology,88.75200000000001,3,F,Yes,4,10,31,2015,5
Office Supplies,137.62,2,F,Yes,4,3,32,2015,9
Technology,100.49,1,F,Yes,4,10,32,2015,9
Office Supplies,120.33,1,F,Yes,4,8,32,2015,9
Office Supplies,93.02,2,F,Yes,4,8,32,2016,2
Office Supplies,35.216,2,F,Yes,4,4,33,2016,7
Office Supplies,23.695999999999998,2,F,Yes,4,3,33,2016,7
Technology,265.475,1,F,Yes,4,9,33,2016,7
Office Supplies,387.99,1,F,Yes,4,5,34,2017,8
Office Supplies,38.82,6,F,Yes,4,4,34,2017,10
Office Supplies,21.9,5,F,Yes,4,5,34,2017,10
Furniture,215.976,3,F,Yes,4,2,34,2017,11
Office Supplies,13.84,4,F,Yes,4,5,34,2017,12
Office Supplies,175.872,4,F,Yes,4,7,34,2017,12
Office Supplies,9.912,3,F,Yes,4,6,63,2014,3
Office Supplies,51.98,2,F,Yes,4,4,64,2015,6
Furniture,47.04,4,F,Yes,4,2,65,2016,8
Technology,339.96,5,F,Yes,4,10,65,2016,8
Office Supplies,10.784,1,F,Yes,4,8,65,2016,9
Furniture,60.312,3,F,Yes,4,2,66,2017,4
Furniture,486.36800000000005,4,F,Yes,4,3,66,2017,11
Office Supplies,18.264,3,F,Yes,4,7,81,2014,12
Office Supplies,34.656,2,F,Yes,4,3,81,2014,12
Office Supplies,81.55199999999999,2,F,Yes,4,3,81,2014,12
Office Supplies,227.136,4,F,Yes,4,8,81,2014,12
Technology,2.376,3,F,Yes,4,9,81,2015,6
Office Supplies,143.128,2,F,Yes,4,3,81,2015,6
Office Supplies,835.17,7,F,Yes,4,8,82,2016,6
Office Supplies,60.416000000000004,2,M,Yes,4,8,47,2014,12
Office Supplies,20.7,2,M,Yes,4,6,48,2016,4
Office Supplies,10.95,3,M,Yes,4,8,48,2016,4
Office Supplies,14.352,3,M,Yes,4,5,48,2016,4
Office Supplies,129.55200000000002,3,M,Yes,4,8,48,2016,4
Office Supplies,51.983999999999995,1,M,Yes,4,8,48,2016,4
Office Supplies,10.272,3,M,Yes,4,6,48,2016,4
Office Supplies,5.32,2,M,Yes,4,6,50,2017,11
Furniture,975.92,4,M,Yes,4,1,50,2017,11
Technology,2249.91,9,M,Yes,4,9,50,2017,11
Office Supplies,59.92,4,M,Yes,4,8,50,2017,11
Technology,574.91,2,F,Yes,3,9,19,2014,3
Office Supplies,8.448,2,F,Yes,3,7,19,2014,3
Furniture,429.9,5,F,Yes,3,3,20,2014,9
Office Supplies,32.06,2,F,Yes,3,4,20,2014,9
Furniture,161.96,2,F,Yes,3,2,20,2014,9
Office Supplies,19.86,2,F,Yes,3,8,20,2014,9
Technology,199.75,5,F,Yes,3,9,21,2016,3
Office Supplies,93.24799999999999,4,F,Yes,3,6,21,2016,5
Technology,177.48,3,F,Yes,3,10,21,2016,5
Furniture,1049.2,5,F,Yes,3,2,21,2016,5
Office Supplies,15.424000000000001,4,F,Yes,3,5,21,2016,5
Furniture,25.4,5,F,Yes,3,2,22,2016,7
Technology,177.48,3,F,Yes,3,10,22,2016,7
Technology,71.976,3,F,Yes,3,10,22,2016,7
Furniture,815.2919999999999,9,F,Yes,3,3,22,2016,8
Office Supplies,64.624,7,F,Yes,3,7,22,2016,8
Technology,95.976,3,F,Yes,3,9,22,2016,8
Office Supplies,1.788,3,F,Yes,3,5,22,2016,8
Furniture,487.96,2,F,Yes,3,1,23,2017,6
Office Supplies,24.55,5,F,Yes,3,6,23,2017,10
Office Supplies,13.36,2,F,Yes,3,7,23,2017,12
Office Supplies,158.9,5,F,Yes,3,8,23,2017,12
Furniture,15.92,2,F,Yes,3,2,23,2017,12
Office Supplies,962.08,4,M,No,1,3,66,2015,3
Office Supplies,12.843,3,M,No,1,4,66,2015,3
Office Supplies,295.45599999999996,14,M,No,1,7,66,2015,3
Office Supplies,53.088,7,M,No,1,3,67,2015,12
Office Supplies,9.344,1,M,No,1,5,68,2016,5
Office Supplies,79.36,5,M,No,1,4,68,2016,5
Office Supplies,16.56,4,M,No,1,4,68,2016,9
Furniture,647.84,8,F,Yes,4,1,59,2014,6
Office Supplies,1.8719999999999999,2,F,Yes,4,4,60,2015,10
Office Supplies,11.214,2,F,Yes,4,5,60,2015,10
Office Supplies,37.376,8,F,Yes,4,4,60,2015,10
Office Supplies,102.93,3,F,Yes,4,5,62,2017,6
Office Supplies,2.296,2,F,Yes,4,5,62,2017,8
Office Supplies,99.2,5,F,Yes,4,4,62,2017,9
Office Supplies,501.81,3,M,Yes,4,8,30,2014,6
Office Supplies,161.94,3,M,Yes,4,8,30,2014,6
Office Supplies,31.5,10,M,Yes,4,6,31,2015,5
Office Supplies,55.6,4,M,Yes,4,8,31,2015,5
Office Supplies,244.55,5,M,Yes,4,8,31,2015,11
Office Supplies,12.24,6,M,Yes,4,5,31,2015,11
Technology,13.98,2,M,Yes,4,9,31,2015,11
Technology,899.95,5,M,Yes,4,9,31,2015,11
Office Supplies,276.784,2,M,Yes,4,5,32,2016,9
Office Supplies,122.97,3,M,Yes,4,6,33,2017,6
Technology,470.376,3,M,Yes,4,10,33,2017,12
Technology,105.584,2,M,Yes,4,10,33,2017,12
Office Supplies,31.151999999999997,3,M,Yes,4,3,33,2017,12
Office Supplies,6.7829999999999995,7,M,Yes,4,5,33,2017,12
Technology,406.36800000000005,4,M,Yes,4,10,33,2017,12
Office Supplies,58.05,3,F,Yes,3,5,20,2014,4
Office Supplies,71.28,11,F,Yes,3,7,20,2014,4
Office Supplies,14.4,5,F,Yes,3,6,20,2014,9
Office Supplies,15.696,3,F,Yes,3,6,22,2016,11
Office Supplies,2.628,2,F,Yes,3,5,22,2016,11
Office Supplies,14.427,3,F,Yes,3,4,22,2016,11
Office Supplies,4.704,2,F,Yes,3,4,22,2016,12
Furniture,19.76,4,F,Yes,3,2,23,2017,9
Office Supplies,6.263999999999999,3,F,Yes,4,6,59,2015,7
Office Supplies,14.432,4,F,Yes,4,6,59,2015,7
Office Supplies,335.52,4,F,Yes,4,6,60,2015,11
Office Supplies,23.912,2,F,Yes,4,5,60,2015,11
Office Supplies,27.055999999999997,2,F,Yes,4,8,60,2015,11
Furniture,756.8,5,F,Yes,4,2,60,2016,10
Office Supplies,167.292,6,F,Yes,4,3,61,2016,11
Office Supplies,647.84,8,F,Yes,4,3,61,2017,3
Office Supplies,20.7,2,F,Yes,4,6,61,2017,3
Office Supplies,5.78,1,F,Yes,4,7,61,2017,11
Office Supplies,551.985,5,F,Yes,4,5,53,2014,12
Furniture,15.168,2,F,Yes,4,2,54,2016,1
Office Supplies,37.68,2,F,Yes,4,3,54,2016,7
Office Supplies,51.84,8,F,Yes,4,7,54,2016,7
Furniture,27.42,3,F,Yes,4,2,54,2016,7
Office Supplies,5.4,3,F,Yes,4,5,54,2016,7
Office Supplies,197.05,7,F,Yes,4,3,54,2016,8
Furniture,50.496,6,F,Yes,4,2,55,2016,11
Office Supplies,17.46,6,M,Yes,2,5,37,2014,5
Technology,99.98,2,M,Yes,2,9,37,2014,12
Furniture,29.46,6,M,Yes,2,2,37,2014,12
Office Supplies,29.9,5,M,Yes,2,8,38,2015,6
Furniture,641.96,2,M,Yes,2,2,39,2016,5
Furniture,181.986,2,M,Yes,2,1,40,2017,5
Office Supplies,1.5919999999999999,2,M,Yes,2,5,40,2017,5
Office Supplies,22.344,3,M,Yes,2,8,40,2017,5
Technology,444.76800000000003,4,M,Yes,2,10,40,2017,12
Office Supplies,25.92,4,F,Yes,4,7,40,2014,8
Office Supplies,45.92,4,F,Yes,4,7,40,2014,8
Technology,2309.65,7,F,Yes,4,9,41,2015,7
Furniture,1090.782,7,F,Yes,4,3,41,2015,7
Office Supplies,19.44,3,F,Yes,4,7,41,2015,7
Office Supplies,20.736,4,F,Yes,4,6,43,2017,8
Office Supplies,20.16,7,F,Yes,4,4,43,2017,9
Office Supplies,88.76799999999999,2,F,Yes,4,7,43,2017,11
Office Supplies,32.4,5,M,Yes,4,6,24,2014,4
Office Supplies,8.56,2,M,Yes,4,4,24,2014,6
Technology,239.97,3,M,Yes,4,10,24,2014,6
Office Supplies,356.94,2,M,Yes,4,8,24,2014,6
Office Supplies,1.365,1,M,Yes,4,5,24,2014,6
Office Supplies,62.016000000000005,2,M,Yes,4,7,24,2014,6
Office Supplies,11.088,7,M,Yes,4,4,24,2014,6
Office Supplies,25.164,2,M,Yes,4,5,24,2014,6
Office Supplies,59.903999999999996,2,M,Yes,4,4,25,2015,5
Office Supplies,23.695999999999998,2,M,Yes,4,3,25,2015,5
Office Supplies,7.968,2,M,Yes,4,7,25,2015,5
Office Supplies,18.2,7,M,Yes,4,3,25,2015,5
Technology,27.552,3,M,Yes,4,9,25,2015,5
Furniture,844.1160000000001,6,M,Yes,4,2,25,2015,5
Office Supplies,76.752,3,M,Yes,4,8,25,2015,5
Furniture,74.76,7,M,Yes,4,2,26,2015,10
Furniture,364.776,3,M,Yes,4,3,26,2015,10
Furniture,715.2,3,M,Yes,4,1,26,2015,11
Office Supplies,5.94,3,M,Yes,4,6,26,2016,5
Office Supplies,45.36,7,M,Yes,4,7,26,2016,5
Technology,211.168,4,M,Yes,4,10,26,2016,5
Furniture,484.704,6,M,Yes,4,2,26,2016,5
Technology,371.976,3,M,Yes,4,9,26,2016,5
Office Supplies,25.02,3,M,Yes,4,8,27,2017,2
Office Supplies,10.71,3,M,Yes,4,4,27,2017,2
Office Supplies,36.4,5,M,Yes,3,5,24,2016,7
Furniture,51.75,1,M,Yes,3,3,24,2016,7
Furniture,131.88,7,F,Yes,4,3,77,2015,9
Office Supplies,25.031999999999996,3,F,Yes,4,5,77,2015,9
Furniture,717.72,3,F,Yes,4,1,77,2015,9
Furniture,207.35,5,F,Yes,4,2,77,2015,9
Furniture,44.67,3,F,Yes,4,2,77,2015,9
Office Supplies,209.7,2,F,Yes,4,6,77,2015,9
Furniture,111.88799999999999,7,F,Yes,4,2,77,2016,4
Office Supplies,146.688,8,F,Yes,4,5,78,2016,8
Office Supplies,107.648,2,F,Yes,4,5,78,2017,3
Office Supplies,310.12,2,F,Yes,4,8,78,2017,3
Office Supplies,70.464,6,F,Yes,4,5,78,2017,3
Office Supplies,19.68,5,F,Yes,4,5,78,2017,3
Office Supplies,140.67,3,F,Yes,4,3,78,2017,3
Furniture,131.88,7,M,Yes,4,3,71,2015,9
Office Supplies,25.031999999999996,3,M,Yes,4,5,71,2015,9
Furniture,717.72,3,M,Yes,4,1,71,2015,9
Furniture,207.35,5,M,Yes,4,2,71,2015,9
Furniture,44.67,3,M,Yes,4,2,71,2015,9
Office Supplies,209.7,2,M,Yes,4,6,71,2015,9
Furniture,111.88799999999999,7,M,Yes,4,2,71,2016,4
Office Supplies,146.688,8,M,Yes,4,5,72,2016,8
Office Supplies,107.648,2,M,Yes,4,5,72,2017,3
Office Supplies,310.12,2,M,Yes,4,8,72,2017,3
Office Supplies,70.464,6,M,Yes,4,5,72,2017,3
Office Supplies,19.68,5,M,Yes,4,5,72,2017,3
Office Supplies,140.67,3,M,Yes,4,3,72,2017,3
Office Supplies,152.8,5,F,Yes,4,4,39,2015,12
Office Supplies,30.53,1,F,Yes,4,6,40,2016,7
Technology,30.84,3,F,Yes,4,9,40,2016,7
Office Supplies,75.06,9,F,Yes,4,7,40,2016,7
Office Supplies,9.216000000000001,4,F,Yes,4,6,40,2016,8
Office Supplies,28.048000000000002,2,F,Yes,4,8,40,2016,8
Office Supplies,9.248,2,F,Yes,4,7,40,2016,9
Office Supplies,19.456,4,F,Yes,4,4,41,2017,3
Technology,209.986,2,F,Yes,4,9,41,2017,3
Office Supplies,29.76,5,F,Yes,4,4,41,2017,3
Furniture,89.76799999999999,1,F,Yes,4,2,41,2017,3
Technology,959.9839999999999,2,F,Yes,4,9,41,2017,3
Office Supplies,15.552,3,F,Yes,4,7,41,2017,3
Technology,34.36,1,F,Yes,4,10,41,2017,3
Furniture,215.976,3,F,Yes,4,2,41,2017,9
Technology,599.97,3,F,Yes,4,9,41,2017,12
Technology,38.97,3,F,Yes,4,9,41,2017,12
Office Supplies,45.84,8,F,Yes,4,5,41,2017,12
Office Supplies,13.48,2,F,Yes,4,6,46,2016,3
Office Supplies,29.8,5,F,Yes,4,5,46,2016,3
Furniture,414.0,8,F,Yes,4,3,46,2016,3
Office Supplies,41.328,7,F,Yes,4,4,46,2016,3
Office Supplies,454.56,5,F,Yes,4,8,47,2017,1
Furniture,141.42,5,F,Yes,4,2,47,2017,1
Furniture,310.744,4,F,Yes,4,2,47,2017,1
Office Supplies,12.735999999999999,4,F,Yes,4,4,47,2017,1
Office Supplies,6.47,5,F,Yes,4,4,47,2017,1
Office Supplies,13.748,14,F,Yes,4,4,47,2017,1
Office Supplies,15.224,2,F,Yes,4,3,47,2017,1
Furniture,908.82,9,F,Yes,4,2,47,2017,4
Furniture,418.296,3,F,Yes,4,3,48,2017,8
Furniture,77.952,3,F,Yes,4,2,48,2017,10
Office Supplies,147.184,2,F,Yes,4,8,48,2017,10
Office Supplies,47.952,3,F,Yes,4,6,48,2017,10
Technology,74.112,8,F,Yes,4,9,48,2017,11
Technology,27.991999999999997,1,F,Yes,4,10,48,2017,11
Office Supplies,3.304,1,F,Yes,4,3,48,2017,11
Furniture,99.37200000000001,2,F,No,1,2,67,2015,3
Furniture,33.568000000000005,2,F,No,1,2,67,2015,3
Office Supplies,254.058,7,F,No,1,4,69,2016,12
Office Supplies,194.528,2,F,No,1,3,69,2016,12
Office Supplies,961.48,5,F,No,1,8,69,2016,12
Office Supplies,24.671999999999997,4,F,No,1,5,69,2017,8
Office Supplies,3.7439999999999998,1,F,No,1,4,69,2017,8
Office Supplies,16.03,5,F,No,1,4,69,2017,11
Furniture,176.78400000000002,1,M,Yes,2,1,16,2016,3
Office Supplies,85.23200000000001,7,M,Yes,2,4,16,2016,5
Office Supplies,44.4,3,M,Yes,2,6,16,2016,5
Furniture,442.764,4,M,Yes,2,1,16,2016,5
Technology,3999.95,5,M,Yes,2,9,16,2016,5
Technology,199.95,5,M,Yes,2,9,16,2016,5
Furniture,63.68,8,M,Yes,2,2,16,2016,5
Office Supplies,4.16,2,M,Yes,2,4,16,2016,7
Furniture,11.648,2,M,Yes,2,2,16,2016,7
Office Supplies,394.816,4,M,Yes,2,3,17,2016,12
Office Supplies,18.192,4,M,Yes,2,4,17,2016,12
Office Supplies,11.84,8,M,Yes,2,6,17,2017,1
Furniture,1023.332,5,M,Yes,2,1,17,2017,3
Furniture,600.558,3,M,Yes,2,2,17,2017,3
Technology,39.992,1,M,Yes,2,9,17,2017,3
Furniture,211.24599999999998,2,M,Yes,2,1,17,2017,3
Office Supplies,3.3280000000000003,2,M,Yes,2,8,17,2017,5
Furniture,933.262,4,M,Yes,2,3,17,2017,5
Furniture,2803.92,5,M,Yes,2,1,17,2017,5
Office Supplies,95.92,8,M,Yes,2,4,17,2017,6
Office Supplies,109.92,2,F,Yes,2,7,18,2014,8
Office Supplies,13.36,2,F,Yes,2,7,18,2014,8
Office Supplies,8.96,2,F,Yes,2,5,21,2017,10
Office Supplies,31.5,10,F,Yes,2,6,21,2017,10
Furniture,30.56,2,F,Yes,2,2,21,2017,10
Furniture,24.368000000000002,2,F,Yes,2,3,21,2017,10
Furniture,39.88,2,M,Yes,4,2,52,2014,12
Furniture,79.44,3,M,Yes,4,2,52,2014,12
Furniture,392.94,3,M,Yes,4,1,53,2015,10
Office Supplies,45.36,7,M,Yes,4,7,53,2015,10
Furniture,1454.9,5,M,Yes,4,1,54,2016,4
Office Supplies,11.12,4,F,Yes,4,5,60,2014,9
Furniture,344.37199999999996,4,F,Yes,4,2,62,2016,4
Office Supplies,1554.9360000000001,3,F,Yes,4,8,62,2016,4
Furniture,127.88,5,F,Yes,4,3,62,2016,4
Office Supplies,12.96,2,F,Yes,4,6,62,2016,7
Furniture,3.312,1,F,Yes,4,2,64,2017,11
Office Supplies,20.136,3,F,Yes,4,3,64,2017,11
Office Supplies,8.856,3,F,Yes,4,5,64,2017,11
Technology,859.2,4,F,Yes,4,10,64,2017,11
Office Supplies,3.424,1,M,Yes,4,4,45,2015,6
Furniture,60.84,3,M,Yes,4,2,46,2015,9
Office Supplies,56.3,2,M,Yes,4,4,46,2015,12
Technology,449.97,3,M,Yes,4,10,47,2016,10
