"BillNumber","BillDate","CustomerID","ProductID","ProductCategory","Sales","Quantity"
"B42199",2016-08-27,"C14279","PR7398","Office Supplies",4.624,1
"B42199",2016-08-27,"C14279","PR7561","Office Supplies",55.168,4
"B39968",2016-08-27,"C14113","PR7178","Office Supplies",122.97,3
"B39968",2016-08-27,"C14113","PR6438","Furniture",244.615,1
"B39968",2016-08-27,"C14113","PR7791","Technology",59.97,3
"B39968",2016-08-27,"C14113","PR7292","Office Supplies",81.54,9
"B39968",2016-08-27,"C14113","PR7022","Office Supplies",11.68,4
"B39968",2016-08-27,"C14113","PR6756","Office Supplies",29,5
"B39539",2016-08-27,"C14097","PR7507","Office Supplies",14.16,1
"B39539",2016-08-27,"C14097","PR7372","Office Supplies",79.92,5
"B44531",2016-08-27,"C13793","PR7090","Office Supplies",9.216,4
"B47208",2016-08-27,"C13858","PR7563","Office Supplies",51.52,5
"B47208",2016-08-27,"C13858","PR7290","Office Supplies",3.528,1
"B47208",2016-08-27,"C13858","PR7398","Office Supplies",4.624,1
"B47208",2016-08-27,"C13858","PR7561","Office Supplies",55.168,4
"B44977",2016-08-27,"C14860","PR7178","Office Supplies",122.97,3
"B44977",2016-08-27,"C14860","PR6438","Furniture",244.615,1
"B44977",2016-08-27,"C14860","PR7791","Technology",59.97,3
"B44977",2016-08-27,"C14860","PR7292","Office Supplies",81.54,9
"B44977",2016-08-27,"C14860","PR7022","Office Supplies",11.68,4
"B44977",2016-08-27,"C14860","PR6756","Office Supplies",29,5
"B44548",2016-08-27,"C14324","PR7507","Office Supplies",14.16,1
"B44548",2016-08-27,"C14324","PR7372","Office Supplies",79.92,5
"B37183",2016-08-28,"C14839","PR7272","Office Supplies",15.48,3
"B37183",2016-08-28,"C14839","PR7905","Technology",108.576,3
"B34831",2016-08-28,"C14147","PR6917","Office Supplies",18.432,8
"B34946",2016-08-28,"C13738","PR6750","Office Supplies",13.14,9
"B34946",2016-08-28,"C13738","PR6848","Office Supplies",10.024,4
"B34946",2016-08-28,"C13738","PR6139","Furniture",156.3728,2
"B42192",2016-08-28,"C14695","PR7272","Office Supplies",15.48,3
"B42192",2016-08-28,"C14695","PR7905","Technology",108.576,3
"B39840",2016-08-28,"C12890","PR6917","Office Supplies",18.432,8
"B39955",2016-08-28,"C13239","PR6750","Office Supplies",13.14,9
"B39955",2016-08-28,"C13239","PR6848","Office Supplies",10.024,4
"B39955",2016-08-28,"C13239","PR6139","Furniture",156.3728,2
"B47201",2016-08-28,"C13353","PR7272","Office Supplies",15.48,3
"B47201",2016-08-28,"C13353","PR7905","Technology",108.576,3
"B44849",2016-08-28,"C13181","PR6917","Office Supplies",18.432,8
"B44964",2016-08-28,"C13843","PR6750","Office Supplies",13.14,9
"B44964",2016-08-28,"C13843","PR6848","Office Supplies",10.024,4
"B44964",2016-08-28,"C13843","PR6139","Furniture",156.3728,2
"B35204",2016-08-29,"C13857","PR7534","Office Supplies",27.93,3
"B35182",2016-08-29,"C14130","PR6475","Furniture",241.92,4
"B35182",2016-08-29,"C14130","PR6136","Furniture",163.88,4
"B35182",2016-08-29,"C14130","PR6835","Office Supplies",3.486,2
"B35182",2016-08-29,"C14130","PR7012","Office Supplies",10.584,7
"B34693",2016-08-29,"C13030","PR7920","Technology",22,4
"B35157",2016-08-29,"C14775","PR7322","Office Supplies",64.624,7
"B35157",2016-08-29,"C14775","PR7618","Technology",95.976,3
"B35157",2016-08-29,"C14775","PR6855","Office Supplies",1.788,3
"B40213",2016-08-29,"C13080","PR7534","Office Supplies",27.93,3
"B40191",2016-08-29,"C12773","PR6475","Furniture",241.92,4
"B40191",2016-08-29,"C12773","PR6136","Furniture",163.88,4
"B40191",2016-08-29,"C12773","PR6835","Office Supplies",3.486,2
"B40191",2016-08-29,"C12773","PR7012","Office Supplies",10.584,7
"B39702",2016-08-29,"C12976","PR7920","Technology",22,4
"B40166",2016-08-29,"C13888","PR7322","Office Supplies",64.624,7
"B40166",2016-08-29,"C13888","PR7618","Technology",95.976,3
"B40166",2016-08-29,"C13888","PR6855","Office Supplies",1.788,3
"B45222",2016-08-29,"C13779","PR7534","Office Supplies",27.93,3
"B45200",2016-08-29,"C14769","PR6475","Furniture",241.92,4
"B45200",2016-08-29,"C14769","PR6136","Furniture",163.88,4
"B45200",2016-08-29,"C14769","PR6835","Office Supplies",3.486,2
"B45200",2016-08-29,"C14769","PR7012","Office Supplies",10.584,7
"B44711",2016-08-29,"C13639","PR7920","Technology",22,4
"B45175",2016-08-29,"C13034","PR7322","Office Supplies",64.624,7
"B45175",2016-08-29,"C13034","PR7618","Technology",95.976,3
"B45175",2016-08-29,"C13034","PR6855","Office Supplies",1.788,3
"B35287",2016-08-30,"C13878","PR6272","Furniture",47.04,4
"B35287",2016-08-30,"C13878","PR7968","Technology",339.96,5
"B37175",2016-08-30,"C12971","PR7928","Technology",290.898,3
"B37175",2016-08-30,"C12971","PR7424","Office Supplies",54.224,2
"B37175",2016-08-30,"C12971","PR6215","Furniture",786.744,4
"B37175",2016-08-30,"C12971","PR7070","Office Supplies",100.24,10
"B37175",2016-08-30,"C12971","PR6806","Office Supplies",37.764,6
"B40296",2016-08-30,"C12965","PR6272","Furniture",47.04,4
"B40296",2016-08-30,"C12965","PR7968","Technology",339.96,5
"B42184",2016-08-30,"C14492","PR7928","Technology",290.898,3
"B42184",2016-08-30,"C14492","PR7424","Office Supplies",54.224,2
"B42184",2016-08-30,"C14492","PR6215","Furniture",786.744,4
"B42184",2016-08-30,"C14492","PR7070","Office Supplies",100.24,10
"B42184",2016-08-30,"C14492","PR6806","Office Supplies",37.764,6
"B45305",2016-08-30,"C12632","PR6272","Furniture",47.04,4
"B45305",2016-08-30,"C12632","PR7968","Technology",339.96,5
"B47193",2016-08-30,"C13905","PR7928","Technology",290.898,3
"B47193",2016-08-30,"C13905","PR7424","Office Supplies",54.224,2
"B47193",2016-08-30,"C13905","PR6215","Furniture",786.744,4
"B47193",2016-08-30,"C13905","PR7070","Office Supplies",100.24,10
"B47193",2016-08-30,"C13905","PR6806","Office Supplies",37.764,6
"B34521",2016-08-31,"C14825","PR7461","Office Supplies",23.968,2
"B39530",2016-08-31,"C13248","PR7461","Office Supplies",23.968,2
"B44539",2016-08-31,"C14726","PR7461","Office Supplies",23.968,2
"B34708",2016-09-01,"C13857","PR7576","Technology",6.79,1
"B34708",2016-09-01,"C13857","PR7256","Office Supplies",24.56,2
"B34708",2016-09-01,"C13857","PR6840","Office Supplies",3.048,1
"B34708",2016-09-01,"C13857","PR7256","Office Supplies",49.12,4
"B34708",2016-09-01,"C13857","PR6957","Office Supplies",4355.168,4
"B34576",2016-09-01,"C12604","PR6968","Office Supplies",21.88,2
"B35109",2016-09-01,"C12790","PR7388","Office Supplies",30.48,6
"B35109",2016-09-01,"C12790","PR7874","Technology",23.988,2
"B35109",2016-09-01,"C12790","PR7037","Office Supplies",16.688,7
"B34505",2016-09-01,"C13679","PR6947","Office Supplies",24.1,5
"B34505",2016-09-01,"C13679","PR7878","Technology",8.78,1
"B34505",2016-09-01,"C13679","PR6537","Office Supplies",376.74,4
"B34505",2016-09-01,"C13679","PR6764","Office Supplies",29.52,4
"B34505",2016-09-01,"C13679","PR6747","Office Supplies",11.96,2
"B34505",2016-09-01,"C13679","PR6793","Office Supplies",26.4,5
"B34631",2016-09-01,"C14037","PR6980","Office Supplies",12.78,1
"B35047",2016-09-01,"C14424","PR7607","Technology",468.9,6
"B35047",2016-09-01,"C14424","PR7670","Technology",72.48,2
"B35047",2016-09-01,"C14424","PR7544","Office Supplies",10.95,3
"B35047",2016-09-01,"C14424","PR6423","Furniture",191.82,3
"B39717",2016-09-01,"C13080","PR7576","Technology",6.79,1
"B39717",2016-09-01,"C13080","PR7256","Office Supplies",24.56,2
"B39717",2016-09-01,"C13080","PR6840","Office Supplies",3.048,1
"B39717",2016-09-01,"C13080","PR7256","Office Supplies",49.12,4
"B39717",2016-09-01,"C13080","PR6957","Office Supplies",4355.168,4
"B39585",2016-09-01,"C13376","PR6968","Office Supplies",21.88,2
"B40118",2016-09-01,"C13734","PR7388","Office Supplies",30.48,6
"B40118",2016-09-01,"C13734","PR7874","Technology",23.988,2
"B40118",2016-09-01,"C13734","PR7037","Office Supplies",16.688,7
"B39514",2016-09-01,"C14815","PR6947","Office Supplies",24.1,5
"B39514",2016-09-01,"C14815","PR7878","Technology",8.78,1
"B39514",2016-09-01,"C14815","PR6537","Office Supplies",376.74,4
"B39514",2016-09-01,"C14815","PR6764","Office Supplies",29.52,4
"B39514",2016-09-01,"C14815","PR6747","Office Supplies",11.96,2
"B39514",2016-09-01,"C14815","PR6793","Office Supplies",26.4,5
"B39640",2016-09-01,"C12561","PR6980","Office Supplies",12.78,1
"B40056",2016-09-01,"C14651","PR7607","Technology",468.9,6
"B40056",2016-09-01,"C14651","PR7670","Technology",72.48,2
"B40056",2016-09-01,"C14651","PR7544","Office Supplies",10.95,3
"B40056",2016-09-01,"C14651","PR6423","Furniture",191.82,3
"B44726",2016-09-01,"C13779","PR7576","Technology",6.79,1
"B44726",2016-09-01,"C13779","PR7256","Office Supplies",24.56,2
"B44726",2016-09-01,"C13779","PR6840","Office Supplies",3.048,1
"B44726",2016-09-01,"C13779","PR7256","Office Supplies",49.12,4
"B44726",2016-09-01,"C13779","PR6957","Office Supplies",4355.168,4
"B44594",2016-09-01,"C13425","PR6968","Office Supplies",21.88,2
"B45127",2016-09-01,"C14659","PR7388","Office Supplies",30.48,6
"B45127",2016-09-01,"C14659","PR7874","Technology",23.988,2
"B45127",2016-09-01,"C14659","PR7037","Office Supplies",16.688,7
"B44523",2016-09-01,"C13623","PR6947","Office Supplies",24.1,5
"B44523",2016-09-01,"C13623","PR7878","Technology",8.78,1
"B44523",2016-09-01,"C13623","PR6537","Office Supplies",376.74,4
"B44523",2016-09-01,"C13623","PR6764","Office Supplies",29.52,4
"B44523",2016-09-01,"C13623","PR6747","Office Supplies",11.96,2
"B44523",2016-09-01,"C13623","PR6793","Office Supplies",26.4,5
"B44649",2016-09-01,"C13673","PR6980","Office Supplies",12.78,1
"B45065",2016-09-01,"C13016","PR7607","Technology",468.9,6
"B45065",2016-09-01,"C13016","PR7670","Technology",72.48,2
"B45065",2016-09-01,"C13016","PR7544","Office Supplies",10.95,3
"B45065",2016-09-01,"C13016","PR6423","Furniture",191.82,3
"B34343",2016-09-02,"C14720","PR6212","Furniture",215.976,3
"B34343",2016-09-02,"C14720","PR6998","Office Supplies",65.94,3
"B34355",2016-09-02,"C13189","PR6748","Office Supplies",22.911,7
"B34355",2016-09-02,"C13189","PR6491","Office Supplies",309.456,9
"B34355",2016-09-02,"C13189","PR6698","Office Supplies",19.456,4
"B34355",2016-09-02,"C13189","PR6444","Furniture",472.518,3
"B34355",2016-09-02,"C13189","PR7629","Technology",1012.68,3
"B34355",2016-09-02,"C13189","PR6876","Office Supplies",17.22,5
"B34724",2016-09-02,"C12702","PR6658","Office Supplies",75.48,2
"B34724",2016-09-02,"C12702","PR6317","Furniture",39.98,2
"B34664",2016-09-02,"C12756","PR6312","Furniture",94.68,9
"B34664",2016-09-02,"C12756","PR7410","Office Supplies",23.67,3
"B34664",2016-09-02,"C12756","PR7840","Technology",1091.168,4
"B34664",2016-09-02,"C12756","PR6740","Office Supplies",18.69,7
"B34664",2016-09-02,"C12756","PR6440","Furniture",568.728,3
"B34664",2016-09-02,"C12756","PR6809","Office Supplies",7.312,1
"B34445",2016-09-02,"C14216","PR6795","Office Supplies",8.608,8
"B34445",2016-09-02,"C14216","PR7617","Technology",159.56,5
"B34934",2016-09-02,"C13414","PR7058","Office Supplies",29.24,5
"B34934",2016-09-02,"C13414","PR7483","Office Supplies",35.168,2
"B34934",2016-09-02,"C13414","PR7767","Technology",1362.9,3
"B34506",2016-09-02,"C13402","PR7034","Office Supplies",1.81,1
"B34506",2016-09-02,"C13402","PR6956","Office Supplies",8.26,2
"B34451",2016-09-02,"C14120","PR7504","Office Supplies",46.53,3
"B34710",2016-09-02,"C14664","PR6260","Furniture",84.272,2
"B35295",2016-09-02,"C13957","PR7720","Technology",999.98,2
"B39352",2016-09-02,"C14171","PR6212","Furniture",215.976,3
"B39352",2016-09-02,"C14171","PR6998","Office Supplies",65.94,3
"B39364",2016-09-02,"C13121","PR6748","Office Supplies",22.911,7
"B39364",2016-09-02,"C13121","PR6491","Office Supplies",309.456,9
"B39364",2016-09-02,"C13121","PR6698","Office Supplies",19.456,4
"B39364",2016-09-02,"C13121","PR6444","Furniture",472.518,3
"B39364",2016-09-02,"C13121","PR7629","Technology",1012.68,3
"B39364",2016-09-02,"C13121","PR6876","Office Supplies",17.22,5
"B39733",2016-09-02,"C14236","PR6658","Office Supplies",75.48,2
"B39733",2016-09-02,"C14236","PR6317","Furniture",39.98,2
"B39673",2016-09-02,"C14898","PR6312","Furniture",94.68,9
"B39673",2016-09-02,"C14898","PR7410","Office Supplies",23.67,3
"B39673",2016-09-02,"C14898","PR7840","Technology",1091.168,4
"B39673",2016-09-02,"C14898","PR6740","Office Supplies",18.69,7
"B39673",2016-09-02,"C14898","PR6440","Furniture",568.728,3
"B39673",2016-09-02,"C14898","PR6809","Office Supplies",7.312,1
"B39454",2016-09-02,"C13498","PR6795","Office Supplies",8.608,8
"B39454",2016-09-02,"C13498","PR7617","Technology",159.56,5
"B39943",2016-09-02,"C14179","PR7058","Office Supplies",29.24,5
"B39943",2016-09-02,"C14179","PR7483","Office Supplies",35.168,2
"B39943",2016-09-02,"C14179","PR7767","Technology",1362.9,3
"B39515",2016-09-02,"C12585","PR7034","Office Supplies",1.81,1
"B39515",2016-09-02,"C12585","PR6956","Office Supplies",8.26,2
"B39460",2016-09-02,"C14516","PR7504","Office Supplies",46.53,3
"B39719",2016-09-02,"C13442","PR6260","Furniture",84.272,2
"B40304",2016-09-02,"C13536","PR7720","Technology",999.98,2
"B44361",2016-09-02,"C13568","PR6212","Furniture",215.976,3
"B44361",2016-09-02,"C13568","PR6998","Office Supplies",65.94,3
"B44373",2016-09-02,"C13338","PR6748","Office Supplies",22.911,7
"B44373",2016-09-02,"C13338","PR6491","Office Supplies",309.456,9
"B44373",2016-09-02,"C13338","PR6698","Office Supplies",19.456,4
"B44373",2016-09-02,"C13338","PR6444","Furniture",472.518,3
"B44373",2016-09-02,"C13338","PR7629","Technology",1012.68,3
"B44373",2016-09-02,"C13338","PR6876","Office Supplies",17.22,5
"B44742",2016-09-02,"C14822","PR6658","Office Supplies",75.48,2
"B44742",2016-09-02,"C14822","PR6317","Furniture",39.98,2
"B44682",2016-09-02,"C14115","PR6312","Furniture",94.68,9
"B44682",2016-09-02,"C14115","PR7410","Office Supplies",23.67,3
"B44682",2016-09-02,"C14115","PR7840","Technology",1091.168,4
"B44682",2016-09-02,"C14115","PR6740","Office Supplies",18.69,7
"B44682",2016-09-02,"C14115","PR6440","Furniture",568.728,3
"B44682",2016-09-02,"C14115","PR6809","Office Supplies",7.312,1
"B44463",2016-09-02,"C12631","PR6795","Office Supplies",8.608,8
"B44463",2016-09-02,"C12631","PR7617","Technology",159.56,5
"B44952",2016-09-02,"C14222","PR7058","Office Supplies",29.24,5
"B44952",2016-09-02,"C14222","PR7483","Office Supplies",35.168,2
"B44952",2016-09-02,"C14222","PR7767","Technology",1362.9,3
"B44524",2016-09-02,"C13695","PR7034","Office Supplies",1.81,1
"B44524",2016-09-02,"C13695","PR6956","Office Supplies",8.26,2
"B44469",2016-09-02,"C13548","PR7504","Office Supplies",46.53,3
"B44728",2016-09-02,"C13119","PR6260","Furniture",84.272,2
"B45313",2016-09-02,"C13241","PR7720","Technology",999.98,2
"B35179",2016-09-03,"C14417","PR6927","Office Supplies",8.808,3
"B37062",2016-09-03,"C13392","PR6748","Office Supplies",87.28,8
"B34751",2016-09-03,"C12788","PR7295","Office Supplies",48.16,7
"B37194",2016-09-03,"C14390","PR6139","Furniture",344.94,3
"B37194",2016-09-03,"C14390","PR6332","Furniture",14.76,2
"B37194",2016-09-03,"C14390","PR6882","Office Supplies",12.76,2
"B37194",2016-09-03,"C14390","PR7112","Office Supplies",58.48,8
"B35254",2016-09-03,"C14910","PR7434","Office Supplies",54.5,5
"B37057",2016-09-03,"C12699","PR6368","Furniture",83.952,3
"B35074",2016-09-03,"C12738","PR7272","Office Supplies",30.96,6
"B35149",2016-09-03,"C13037","PR6769","Office Supplies",1141.47,5
"B35149",2016-09-03,"C13037","PR7884","Technology",280.782,3
"B37069",2016-09-03,"C14127","PR6148","Furniture",198.744,4
"B40188",2016-09-03,"C14744","PR6927","Office Supplies",8.808,3
"B42071",2016-09-03,"C14692","PR6748","Office Supplies",87.28,8
"B39760",2016-09-03,"C13003","PR7295","Office Supplies",48.16,7
"B42203",2016-09-03,"C14886","PR6139","Furniture",344.94,3
"B42203",2016-09-03,"C14886","PR6332","Furniture",14.76,2
"B42203",2016-09-03,"C14886","PR6882","Office Supplies",12.76,2
"B42203",2016-09-03,"C14886","PR7112","Office Supplies",58.48,8
"B40263",2016-09-03,"C14044","PR7434","Office Supplies",54.5,5
"B42066",2016-09-03,"C14564","PR6368","Furniture",83.952,3
"B40083",2016-09-03,"C13159","PR7272","Office Supplies",30.96,6
"B40158",2016-09-03,"C12934","PR6769","Office Supplies",1141.47,5
"B40158",2016-09-03,"C12934","PR7884","Technology",280.782,3
"B42078",2016-09-03,"C13294","PR6148","Furniture",198.744,4
"B45197",2016-09-03,"C14670","PR6927","Office Supplies",8.808,3
"B47080",2016-09-03,"C13627","PR6748","Office Supplies",87.28,8
"B44769",2016-09-03,"C12553","PR7295","Office Supplies",48.16,7
"B47212",2016-09-03,"C14768","PR6139","Furniture",344.94,3
"B47212",2016-09-03,"C14768","PR6332","Furniture",14.76,2
"B47212",2016-09-03,"C14768","PR6882","Office Supplies",12.76,2
"B47212",2016-09-03,"C14768","PR7112","Office Supplies",58.48,8
"B45272",2016-09-03,"C13711","PR7434","Office Supplies",54.5,5
"B47075",2016-09-03,"C14914","PR6368","Furniture",83.952,3
"B45092",2016-09-03,"C13345","PR7272","Office Supplies",30.96,6
"B45167",2016-09-03,"C12925","PR6769","Office Supplies",1141.47,5
"B45167",2016-09-03,"C12925","PR7884","Technology",280.782,3
"B47087",2016-09-03,"C14143","PR6148","Furniture",198.744,4
"B34737",2016-09-04,"C13299","PR6366","Furniture",42.6,3
"B34737",2016-09-04,"C13299","PR6763","Office Supplies",113.94,6
"B34737",2016-09-04,"C13299","PR7488","Office Supplies",129.92,4
"B34737",2016-09-04,"C13299","PR6692","Office Supplies",5.28,3
"B34604",2016-09-04,"C14767","PR6420","Furniture",63.94,1
"B34604",2016-09-04,"C14767","PR6804","Office Supplies",60.6,5
"B34604",2016-09-04,"C14767","PR7549","Office Supplies",22.72,4
"B35023",2016-09-04,"C14224","PR7268","Office Supplies",12.192,3
"B35023",2016-09-04,"C14224","PR6511","Office Supplies",87.168,2
"B35023",2016-09-04,"C14224","PR6677","Office Supplies",31.744,2
"B35344",2016-09-04,"C14443","PR6672","Office Supplies",3.912,1
"B35344",2016-09-04,"C14443","PR6615","Office Supplies",62.376,3
"B34705",2016-09-04,"C12737","PR6259","Furniture",24.27,3
"B34705",2016-09-04,"C12737","PR7723","Technology",2799.96,5
"B34524",2016-09-04,"C12665","PR7211","Office Supplies",239.5,5
"B34903",2016-09-04,"C14723","PR6995","Office Supplies",16.56,2
"B34903",2016-09-04,"C14723","PR7572","Technology",279.95,5
"B35324",2016-09-04,"C14789","PR7454","Office Supplies",535.41,3
"B39746",2016-09-04,"C14506","PR6366","Furniture",42.6,3
"B39746",2016-09-04,"C14506","PR6763","Office Supplies",113.94,6
"B39746",2016-09-04,"C14506","PR7488","Office Supplies",129.92,4
"B39746",2016-09-04,"C14506","PR6692","Office Supplies",5.28,3
"B39613",2016-09-04,"C14540","PR6420","Furniture",63.94,1
"B39613",2016-09-04,"C14540","PR6804","Office Supplies",60.6,5
"B39613",2016-09-04,"C14540","PR7549","Office Supplies",22.72,4
"B40032",2016-09-04,"C14827","PR7268","Office Supplies",12.192,3
"B40032",2016-09-04,"C14827","PR6511","Office Supplies",87.168,2
"B40032",2016-09-04,"C14827","PR6677","Office Supplies",31.744,2
"B40353",2016-09-04,"C13092","PR6672","Office Supplies",3.912,1
"B40353",2016-09-04,"C13092","PR6615","Office Supplies",62.376,3
"B39714",2016-09-04,"C14639","PR6259","Furniture",24.27,3
"B39714",2016-09-04,"C14639","PR7723","Technology",2799.96,5
"B39533",2016-09-04,"C13282","PR7211","Office Supplies",239.5,5
"B39912",2016-09-04,"C14817","PR6995","Office Supplies",16.56,2
"B39912",2016-09-04,"C14817","PR7572","Technology",279.95,5
"B40333",2016-09-04,"C12840","PR7454","Office Supplies",535.41,3
"B44755",2016-09-04,"C13918","PR6366","Furniture",42.6,3
"B44755",2016-09-04,"C13918","PR6763","Office Supplies",113.94,6
"B44755",2016-09-04,"C13918","PR7488","Office Supplies",129.92,4
"B44755",2016-09-04,"C13918","PR6692","Office Supplies",5.28,3
"B44622",2016-09-04,"C13809","PR6420","Furniture",63.94,1
"B44622",2016-09-04,"C13809","PR6804","Office Supplies",60.6,5
"B44622",2016-09-04,"C13809","PR7549","Office Supplies",22.72,4
"B45041",2016-09-04,"C12776","PR7268","Office Supplies",12.192,3
"B45041",2016-09-04,"C12776","PR6511","Office Supplies",87.168,2
"B45041",2016-09-04,"C12776","PR6677","Office Supplies",31.744,2
"B45362",2016-09-04,"C12931","PR6672","Office Supplies",3.912,1
"B45362",2016-09-04,"C12931","PR6615","Office Supplies",62.376,3
"B44723",2016-09-04,"C13311","PR6259","Furniture",24.27,3
"B44723",2016-09-04,"C13311","PR7723","Technology",2799.96,5
"B44542",2016-09-04,"C12844","PR7211","Office Supplies",239.5,5
"B44921",2016-09-04,"C13097","PR6995","Office Supplies",16.56,2
"B44921",2016-09-04,"C13097","PR7572","Technology",279.95,5
"B45342",2016-09-04,"C13084","PR7454","Office Supplies",535.41,3
"B37196",2016-09-05,"C14602","PR6205","Furniture",347.802,7
"B34885",2016-09-05,"C14882","PR6720","Office Supplies",107.94,3
"B35162",2016-09-05,"C13308","PR6259","Furniture",58.248,9
"B35162",2016-09-05,"C13308","PR6177","Furniture",71.246,2
"B35162",2016-09-05,"C13308","PR6609","Office Supplies",7.872,3
"B35162",2016-09-05,"C13308","PR6165","Furniture",887.271,3
"B34807",2016-09-05,"C12673","PR6964","Office Supplies",23.472,3
"B34807",2016-09-05,"C12673","PR6811","Office Supplies",86.058,7
"B34807",2016-09-05,"C12673","PR7895","Technology",108.784,2
"B34807",2016-09-05,"C12673","PR7153","Office Supplies",10.272,3
"B35007",2016-09-05,"C14832","PR7247","Office Supplies",25.92,5
"B35007",2016-09-05,"C14832","PR7031","Office Supplies",15.808,8
"B35007",2016-09-05,"C14832","PR7262","Office Supplies",10.368,2
"B34816",2016-09-05,"C14010","PR6418","Furniture",21.204,3
"B34857",2016-09-05,"C13788","PR7937","Technology",43.6,4
"B34930",2016-09-05,"C13157","PR6537","Office Supplies",62.79,3
"B34930",2016-09-05,"C13157","PR7036","Office Supplies",28.44,9
"B35092",2016-09-05,"C13805","PR6934","Office Supplies",9.555,5
"B34406",2016-09-05,"C13622","PR6422","Furniture",82.8,2
"B35044",2016-09-05,"C13133","PR7375","Office Supplies",96.08,2
"B35044",2016-09-05,"C13133","PR6750","Office Supplies",11.68,2
"B35044",2016-09-05,"C13133","PR7016","Office Supplies",4.36,2
"B35227",2016-09-05,"C14724","PR6862","Office Supplies",8.952,2
"B35227",2016-09-05,"C14724","PR6821","Office Supplies",8.856,6
"B35227",2016-09-05,"C14724","PR6235","Furniture",85.246,2
"B34832",2016-09-05,"C12836","PR7639","Technology",116,8
"B37120",2016-09-05,"C14036","PR7120","Office Supplies",25.06,2
"B37120",2016-09-05,"C14036","PR6464","Furniture",1652.94,3
"B34764",2016-09-05,"C13817","PR7242","Office Supplies",192.16,4
"B34499",2016-09-05,"C13566","PR6258","Furniture",12.22,1
"B34499",2016-09-05,"C13566","PR7404","Office Supplies",194.94,3
"B34499",2016-09-05,"C13566","PR7495","Office Supplies",70.95,3
"B34499",2016-09-05,"C13566","PR7269","Office Supplies",91.36,4
"B34499",2016-09-05,"C13566","PR6202","Furniture",242.94,3
"B34499",2016-09-05,"C13566","PR7074","Office Supplies",22.05,7
"B37212",2016-09-05,"C14015","PR7506","Office Supplies",93.456,3
"B35261",2016-09-05,"C13975","PR7398","Office Supplies",9.248,2
"B35199",2016-09-05,"C12889","PR7922","Technology",278.4,3
"B42205",2016-09-05,"C14487","PR6205","Furniture",347.802,7
"B39894",2016-09-05,"C13260","PR6720","Office Supplies",107.94,3
"B40171",2016-09-05,"C12747","PR6259","Furniture",58.248,9
"B40171",2016-09-05,"C12747","PR6177","Furniture",71.246,2
"B40171",2016-09-05,"C12747","PR6609","Office Supplies",7.872,3
"B40171",2016-09-05,"C12747","PR6165","Furniture",887.271,3
"B39816",2016-09-05,"C14109","PR6964","Office Supplies",23.472,3
"B39816",2016-09-05,"C14109","PR6811","Office Supplies",86.058,7
"B39816",2016-09-05,"C14109","PR7895","Technology",108.784,2
"B39816",2016-09-05,"C14109","PR7153","Office Supplies",10.272,3
"B40016",2016-09-05,"C13677","PR7247","Office Supplies",25.92,5
"B40016",2016-09-05,"C13677","PR7031","Office Supplies",15.808,8
"B40016",2016-09-05,"C13677","PR7262","Office Supplies",10.368,2
"B39825",2016-09-05,"C13434","PR6418","Furniture",21.204,3
"B39866",2016-09-05,"C13599","PR7937","Technology",43.6,4
"B39939",2016-09-05,"C13150","PR6537","Office Supplies",62.79,3
"B39939",2016-09-05,"C13150","PR7036","Office Supplies",28.44,9
"B40101",2016-09-05,"C14804","PR6934","Office Supplies",9.555,5
"B39415",2016-09-05,"C13694","PR6422","Furniture",82.8,2
"B40053",2016-09-05,"C12799","PR7375","Office Supplies",96.08,2
"B40053",2016-09-05,"C12799","PR6750","Office Supplies",11.68,2
"B40053",2016-09-05,"C12799","PR7016","Office Supplies",4.36,2
"B40236",2016-09-05,"C13943","PR6862","Office Supplies",8.952,2
"B40236",2016-09-05,"C13943","PR6821","Office Supplies",8.856,6
"B40236",2016-09-05,"C13943","PR6235","Furniture",85.246,2
"B39841",2016-09-05,"C13056","PR7639","Technology",116,8
"B42129",2016-09-05,"C12607","PR7120","Office Supplies",25.06,2
"B42129",2016-09-05,"C12607","PR6464","Furniture",1652.94,3
"B39773",2016-09-05,"C13385","PR7242","Office Supplies",192.16,4
"B39508",2016-09-05,"C13934","PR6258","Furniture",12.22,1
"B39508",2016-09-05,"C13934","PR7404","Office Supplies",194.94,3
"B39508",2016-09-05,"C13934","PR7495","Office Supplies",70.95,3
"B39508",2016-09-05,"C13934","PR7269","Office Supplies",91.36,4
"B39508",2016-09-05,"C13934","PR6202","Furniture",242.94,3
"B39508",2016-09-05,"C13934","PR7074","Office Supplies",22.05,7
"B42221",2016-09-05,"C13406","PR7506","Office Supplies",93.456,3
"B40270",2016-09-05,"C14599","PR7398","Office Supplies",9.248,2
"B40208",2016-09-05,"C13707","PR7922","Technology",278.4,3
"B47214",2016-09-05,"C14427","PR6205","Furniture",347.802,7
"B44903",2016-09-05,"C13163","PR6720","Office Supplies",107.94,3
"B45180",2016-09-05,"C13946","PR6259","Furniture",58.248,9
"B45180",2016-09-05,"C13946","PR6177","Furniture",71.246,2
"B45180",2016-09-05,"C13946","PR6609","Office Supplies",7.872,3
"B45180",2016-09-05,"C13946","PR6165","Furniture",887.271,3
"B44825",2016-09-05,"C12580","PR6964","Office Supplies",23.472,3
"B44825",2016-09-05,"C12580","PR6811","Office Supplies",86.058,7
"B44825",2016-09-05,"C12580","PR7895","Technology",108.784,2
