"CustomerID","DOB","gender","MaritalStatus","Familysize"
"C13953","1977-03-06","M","Yes",2
"C13954","1943-01-24","M","Yes",4
"C13955","1973-12-07","F","Yes",4
"C13956","1933-04-19","F","No",1
"C13957","1955-08-19","F","Yes",4
"C13958","1990-09-14","F","Yes",2
"C13959","1951-06-26","F","Yes",3
"C13960","1949-04-10","M","Yes",4
"C13961","1989-07-16","M","Yes",4
"C13962","1938-12-28","F","Yes",4
"C13963","1990-04-28","M","Yes",3
"C13964","1953-07-21","M","No",1
"C13965","1995-08-06","M","Yes",3
"C13966","1991-11-25","M","Yes",3
"C13967","1938-06-26","F","Yes",4
"C13968","1945-01-17","F","Yes",4
"C13969","1985-05-11","F","Yes",4
"C13970","1957-11-02","F","Yes",4
"C13971","1944-06-24","M","Yes",4
"C13972","1972-11-25","F","Yes",4
"C13973","1967-03-18","F","Yes",4
"C13974","1957-05-16","F","Yes",4
"C13975","1976-02-28","F","Yes",4
"C13976","1969-06-01","F","Yes",4
"C13977","1998-06-25","F","Yes",2
"C13978","1952-03-27","F","No",1
"C13979","1947-12-07","F","No",1
"C13980","1954-07-12","M","Yes",4
"C13981","1999-08-26","M","Yes",2
"C13982","1992-10-27","F","Yes",4
"C13983","1973-01-13","F","Yes",4
"C13984","1996-02-25","F","Yes",2
"C13985","1961-01-14","F","Yes",4
"C13986","1978-02-05","F","Yes",3
"C13987","1980-04-27","F","Yes",4
"C13988","1972-10-07","F","Yes",4
"C13989","1986-04-22","M","Yes",4
"C13990","1973-10-11","F","Yes",4
"C13991","1962-11-20","F","Yes",4
"C13992","1948-02-26","M","Yes",4
"C13993","1949-10-11","M","Yes",4
"C13994","1962-03-03","M","Yes",4
"C13995","1957-03-21","F","Yes",3
"C13996","1946-12-16","M","Yes",2
"C13997","1940-07-27","F","Yes",4
"C13998","1986-11-27","M","Yes",2
"C13999","1940-02-16","F","Yes",3
"C14000","1985-12-10","M","Yes",4
"C14001","1953-11-02","F","Yes",4
"C14002","1984-03-14","F","Yes",4
"C14003","1986-03-28","M","Yes",4
"C14004","1999-11-13","M","Yes",3
"C14005","1969-08-07","M","Yes",4
"C14006","1981-08-10","M","Yes",4
"C14007","1933-01-26","F","Yes",4
"C14008","1998-02-03","F","Yes",2
"C14009","1968-12-03","M","Yes",4
"C14010","1982-02-25","M","No",1
"C14011","1999-02-06","M","Yes",3
"C14012","1980-12-25","M","No",1
"C14013","1936-01-01","M","Yes",4
"C14014","1984-07-24","M","Yes",4
"C14015","1995-08-20","M","Yes",3
"C14016","1954-10-07","M","Yes",4
"C14017","1976-10-23","F","Yes",4
"C14018","1990-05-13","M","Yes",3
"C14019","1954-03-27","F","Yes",4
"C14020","1977-02-03","F","Yes",4
"C14021","1970-07-25","F","No",1
"C14022","1984-06-22","F","Yes",4
"C14023","1942-02-21","F","Yes",4
"C14024","1945-02-20","F","Yes",4
"C14025","1949-09-26","M","Yes",4
"C14026","1992-08-06","M","Yes",3
"C14027","1934-03-01","F","Yes",4
"C14028","1969-06-20","F","Yes",4
"C14029","1965-04-09","F","Yes",4
"C14030","1989-03-14","F","Yes",4
"C14031","1987-05-19","F","No",1
"C14032","1949-08-07","M","Yes",4
"C14033","1963-12-21","F","Yes",4
"C14034","1982-02-22","F","Yes",4
"C14035","1975-07-19","F","Yes",4
"C14036","1972-09-08","M","Yes",4
"C14037","1989-05-26","M","Yes",4
"C14038","1986-09-24","F","Yes",4
"C14039","1996-02-01","M","Yes",3
"C14040","1996-04-26","F","Yes",3
"C14041","1953-01-09","F","Yes",3
"C14042","1934-04-23","F","Yes",4
"C14043","1962-07-13","M","Yes",4
"C14044","1946-11-05","F","Yes",4
"C14045","1936-03-24","M","Yes",4
"C14046","1980-09-06","M","No",1
"C14047","1953-10-04","M","Yes",4
"C14048","1998-01-26","M","Yes",2
"C14049","1967-01-04","M","Yes",4
"C14050","1968-01-05","F","Yes",4
"C14051","1952-09-05","M","Yes",4
"C14052","1951-11-07","M","Yes",4
"C14053","1980-02-13","M","No",1
"C14054","1969-02-14","F","Yes",4
"C14055","1980-01-19","M","Yes",4
"C14056","1982-02-19","M","Yes",4
"C14057","1960-03-07","M","No",1
"C14058","1985-12-15","F","Yes",4
"C14059","1956-11-06","F","Yes",4
"C14060","1984-03-28","F","Yes",4
"C14061","1991-03-02","M","Yes",3
"C14062","1970-05-11","M","Yes",4
"C14063","1986-01-03","F","Yes",3
"C14064","1974-09-04","F","Yes",4
"C14065","1997-01-03","M","Yes",2
"C14066","1984-10-12","M","Yes",4
"C14067","1969-01-27","F","Yes",4
"C14068","1980-03-15","M","Yes",2
"C14069","1977-02-21","F","No",1
"C14070","1981-05-11","F","Yes",4
"C14071","1972-03-23","M","Yes",4
"C14072","1944-02-22","F","Yes",4
"C14073","1986-05-28","F","Yes",3
"C14074","1984-09-09","F","Yes",4
"C14075","1963-07-07","F","Yes",4
"C14076","1996-05-08","F","Yes",3
"C14077","1970-11-19","M","Yes",4
"C14078","1966-08-24","F","Yes",4
"C14079","1963-03-19","F","Yes",4
"C14080","1983-01-06","M","Yes",4
"C14081","1967-01-27","M","Yes",4
"C14082","1978-02-22","M","Yes",4
"C14083","1999-06-17","M","Yes",2
"C14084","1979-12-02","F","Yes",4
"C14085","1981-02-16","F","Yes",4
"C14086","1987-01-23","F","Yes",4
"C14087","1996-01-04","F","Yes",3
"C14088","1996-02-20","M","Yes",2
"C14089","1991-09-02","M","Yes",3
"C14090","1950-08-04","M","Yes",4
"C14091","1959-02-13","M","Yes",4
"C14092","1976-01-01","F","Yes",4
"C14093","1950-09-20","F","Yes",4
"C14094","1937-06-05","M","Yes",4
"C14095","1973-08-14","M","Yes",4
"C14096","1980-03-01","M","Yes",4
"C14097","1960-01-03","F","Yes",4
"C14098","1997-09-14","M","Yes",2
"C14099","1943-07-20","F","Yes",2
"C14100","1978-05-08","F","Yes",4
"C14101","1993-09-18","M","Yes",3
"C14102","1976-02-28","M","Yes",4
"C14103","1981-09-06","M","Yes",4
"C14104","1957-05-22","M","Yes",4
"C14105","1949-09-11","M","Yes",4
"C14106","1976-06-09","F","Yes",2
"C14107","1956-09-18","M","Yes",4
"C14108","1999-02-02","M","Yes",2
"C14109","1990-05-23","F","Yes",4
"C14110","1935-11-28","M","Yes",4
"C14111","1974-01-01","M","Yes",4
"C14112","1995-08-15","M","Yes",3
"C14113","1982-03-07","M","Yes",2
"C14114","1961-08-28","M","Yes",4
"C14115","1980-09-19","M","Yes",4
"C14116","1938-12-17","M","Yes",4
"C14117","1943-08-07","F","Yes",4
"C14118","1992-03-13","F","No",1
"C14119","1937-02-20","F","Yes",4
"C14120","1993-03-15","F","Yes",3
"C14121","1991-03-22","F","Yes",4
"C14122","1965-02-09","M","Yes",4
"C14123","1977-05-12","F","Yes",4
"C14124","1981-01-13","F","Yes",4
"C14125","1943-09-10","F","Yes",4
"C14126","1962-09-03","M","Yes",2
"C14127","1967-05-24","F","Yes",2
"C14128","1998-07-01","F","Yes",2
"C14129","1970-04-10","F","Yes",4
"C14130","1973-04-24","M","Yes",4
"C14131","1999-10-16","F","Yes",2
"C14132","1984-09-04","M","Yes",4
"C14133","1968-02-22","F","Yes",2
"C14134","1984-11-08","F","Yes",4
"C14135","1966-08-22","M","Yes",4
"C14136","1949-01-01","M","Yes",4
"C14137","1993-12-28","F","Yes",3
"C14138","1975-04-23","F","Yes",4
"C14139","1988-08-04","M","Yes",3
"C14140","1973-07-06","M","Yes",4
"C14141","1953-02-28","F","Yes",4
"C14142","1976-10-12","F","Yes",4
"C14143","1945-01-06","M","Yes",3
"C14144","1992-05-07","F","Yes",4
"C14145","1951-09-15","F","Yes",4
"C14146","1952-04-13","M","Yes",4
"C14147","1995-06-13","M","Yes",2
"C14148","1952-08-12","M","Yes",4
"C14149","1951-01-23","M","Yes",4
"C14150","1985-04-02","F","Yes",4
"C14151","1980-07-25","M","Yes",4
"C14152","1944-12-12","F","Yes",4
"C14153","1970-08-19","F","Yes",4
"C14154","1976-02-03","M","Yes",4
"C14155","1933-09-13","M","Yes",4
"C14156","1976-12-20","F","Yes",4
"C14157","1977-07-04","F","Yes",4
"C14158","1973-03-11","M","Yes",4
"C14159","1969-03-10","M","Yes",4
"C14160","1981-03-08","M","Yes",4
"C14161","1992-12-07","F","Yes",4
"C14162","1980-11-17","F","Yes",4
"C14163","1996-10-05","F","Yes",3
"C14164","1969-10-07","F","Yes",4
"C14165","1961-05-16","M","Yes",4
"C14166","1938-12-04","M","Yes",4
"C14167","1963-04-12","F","Yes",4
"C14168","1974-11-12","M","Yes",4
"C14169","1952-09-19","M","Yes",4
"C14170","1992-04-12","F","Yes",4
"C14171","1983-06-25","M","Yes",4
"C14172","1951-10-13","M","No",1
"C14173","1944-11-15","F","Yes",4
"C14174","1993-05-10","M","Yes",3
"C14175","1980-12-06","F","Yes",4
"C14176","1968-11-18","M","Yes",4
"C14177","1983-11-11","M","Yes",4
"C14178","1997-07-28","F","Yes",3
"C14179","1991-04-21","M","Yes",3
"C14180","1994-01-12","M","Yes",3
"C14181","1993-05-21","M","Yes",3
"C14182","1990-03-25","M","Yes",3
"C14183","1955-01-24","F","Yes",4
"C14184","1970-08-16","F","Yes",4
"C14185","1978-02-19","F","Yes",4
"C14186","1994-06-11","M","Yes",3
"C14187","1938-06-25","F","Yes",4
"C14188","1939-09-17","F","Yes",4
"C14189","1981-11-09","M","Yes",4
"C14190","1962-02-27","F","Yes",4
"C14191","1968-09-03","M","Yes",4
"C14192","1997-08-16","F","Yes",3
"C14193","1973-03-23","F","Yes",4
"C14194","1987-01-20","M","Yes",4
"C14195","1952-10-19","M","Yes",4
"C14196","1956-12-27","M","Yes",2
"C14197","1955-01-04","M","Yes",4
"C14198","1954-10-15","F","Yes",4
"C14199","1996-03-14","M","Yes",2
"C14200","1981-01-13","M","Yes",4
"C14201","1999-02-19","F","Yes",2
"C14202","1981-02-01","F","Yes",4
"C14203","2000-03-24","F","Yes",2
"C14204","1965-08-09","F","Yes",2
"C14205","1953-04-21","M","Yes",4
"C14206","1998-06-12","M","Yes",2
"C14207","1981-03-11","F","Yes",4
"C14208","1984-11-12","F","Yes",4
"C14209","1963-03-02","M","Yes",4
"C14210","1979-02-15","F","Yes",4
"C14211","1991-02-16","M","No",1
"C14212","1952-04-15","M","Yes",4
"C14213","1963-07-27","M","Yes",4
"C14214","1945-03-15","F","Yes",4
"C14215","1993-05-04","F","Yes",3
"C14216","1962-03-24","F","Yes",2
"C14217","1976-12-03","M","Yes",4
"C14218","1970-07-08","F","Yes",4
"C14219","1944-06-08","F","Yes",4
"C14220","1975-02-19","F","Yes",4
"C14221","1998-04-05","M","Yes",2
"C14222","1999-12-28","F","Yes",2
"C14223","1954-06-02","F","Yes",4
"C14224","1971-01-03","F","Yes",2
"C14225","1989-02-09","M","Yes",2
"C14226","1936-11-14","M","Yes",4
"C14227","1980-03-02","F","Yes",4
"C14228","1946-07-23","M","Yes",4
"C14229","1961-06-21","F","Yes",4
"C14230","1961-02-08","M","Yes",4
"C14231","1997-11-16","M","Yes",2
"C14232","1958-01-14","M","Yes",4
"C14233","1981-03-17","M","Yes",4
"C14234","1993-08-07","M","Yes",2
"C14235","1977-12-03","F","Yes",4
"C14236","1975-11-28","F","Yes",4
"C14237","1992-05-10","M","No",1
"C14238","1985-04-24","M","Yes",4
"C14239","1939-09-26","F","Yes",4
"C14240","1991-03-20","F","Yes",4
"C14241","1993-04-05","F","Yes",2
"C14242","1938-02-08","M","Yes",4
"C14243","1972-07-11","F","Yes",4
"C14244","1975-07-20","M","Yes",4
"C14245","1993-06-20","M","Yes",3
"C14246","1953-06-08","F","Yes",4
"C14247","1959-06-18","M","Yes",4
"C14248","1956-04-09","F","Yes",4
"C14249","1973-08-16","M","Yes",2
"C14250","1989-12-10","F","Yes",2
"C14251","1953-09-06","F","Yes",2
"C14252","1949-12-08","F","No",1
"C14253","1999-08-28","F","Yes",2
"C14254","1943-03-26","M","Yes",4
"C14255","1998-05-03","F","Yes",2
"C14256","1999-01-13","F","Yes",2
"C14257","1998-02-09","F","Yes",2
"C14258","1970-04-08","F","Yes",4
"C14259","1943-02-12","M","Yes",4
"C14260","1956-04-13","M","Yes",2
"C14261","1994-03-23","M","Yes",2
"C14262","1981-02-08","M","Yes",4
"C14263","1971-08-09","F","Yes",4
"C14264","1940-09-03","M","Yes",4
"C14265","1972-08-23","M","Yes",4
"C14266","1978-06-18","M","Yes",4
"C14267","1977-09-08","F","Yes",4
"C14268","1945-12-17","M","Yes",4
"C14269","1976-07-22","F","Yes",4
"C14270","1945-12-24","F","Yes",4
"C14271","1968-08-17","M","Yes",4
"C14272","1971-09-11","M","Yes",4
"C14273","1949-09-10","F","Yes",4
"C14274","1956-11-14","M","Yes",4
"C14275","1945-01-22","F","Yes",4
"C14276","1974-03-17","M","Yes",4
"C14277","1946-03-08","F","Yes",2
"C14278","1988-09-28","F","Yes",2
"C14279","1952-10-11","F","Yes",2
"C14280","1958-09-08","F","Yes",4
"C14281","1948-06-14","M","Yes",4
"C14282","1999-01-19","M","Yes",2
"C14283","1981-10-03","F","Yes",2
"C14284","1959-10-03","M","No",1
"C14285","1975-12-02","M","Yes",4
"C14286","1983-01-28","F","Yes",4
"C14287","1982-01-19","F","Yes",4
"C14288","1993-01-01","M","Yes",2
"C14289","1983-01-20","M","Yes",4
"C14290","1983-11-19","M","Yes",4
"C14291","1973-09-24","F","Yes",4
"C14292","1968-12-23","F","Yes",4
"C14293","1977-11-13","M","Yes",2
"C14294","1983-07-19","F","Yes",4
"C14295","2000-01-16","F","Yes",2
"C14296","1999-07-27","F","Yes",2
"C14297","1943-03-09","M","Yes",4
"C14298","1981-01-14","M","Yes",4
"C14299","1976-06-26","F","Yes",4
"C14300","1945-04-13","F","Yes",4
"C14301","1990-01-07","F","Yes",2
"C14302","1944-10-18","F","Yes",2
"C14303","1983-05-26","M","Yes",4
"C14304","1963-06-22","M","Yes",4
"C14305","2000-10-06","M","No",1
"C14306","1993-03-08","M","Yes",2
"C14307","1997-08-22","F","Yes",3
"C14308","1950-03-19","M","Yes",4
"C14309","1961-12-18","F","Yes",2
"C14310","1980-02-07","F","Yes",4
"C14311","1993-01-16","F","Yes",3
"C14312","1998-02-06","F","Yes",2
"C14313","1961-07-14","F","Yes",4
"C14314","1991-10-28","F","Yes",2
"C14315","1999-01-02","F","Yes",2
"C14316","1942-12-14","F","Yes",4
"C14317","1984-09-12","M","Yes",4
"C14318","1993-08-12","M","Yes",2
"C14319","1969-05-24","M","No",1
"C14320","1983-02-05","M","Yes",4
"C14321","1990-09-17","M","Yes",2
"C14322","1970-05-28","M","Yes",4
"C14323","1943-01-11","F","Yes",4
"C14324","1934-04-24","M","Yes",4
"C14325","1970-10-04","M","Yes",4
"C14326","1955-11-15","F","Yes",4
"C14327","1979-06-14","M","Yes",4
"C14328","1953-10-03","F","Yes",4
"C14329","1968-07-25","F","Yes",4
"C14330","1951-12-10","M","Yes",4
"C14331","1940-11-24","F","Yes",4
"C14332","1933-04-25","M","Yes",2
"C14333","1968-11-03","M","Yes",4
"C14334","1952-11-11","F","Yes",4
"C14335","1944-05-28","M","Yes",4
"C14336","1986-04-14","F","Yes",2
"C14337","1992-06-27","M","No",1
"C14338","1994-09-24","M","Yes",3
"C14339","1975-11-26","M","Yes",4
"C14340","1998-07-02","F","Yes",2
"C14341","1955-05-13","M","Yes",4
"C14342","1985-11-27","F","Yes",4
"C14343","1946-11-28","M","Yes",4
"C14344","1954-01-13","F","Yes",4
"C14345","1960-09-17","F","Yes",4
"C14346","1994-06-22","M","Yes",2
"C14347","1975-10-08","F","Yes",4
"C14348","1971-12-26","F","Yes",4
"C14349","1981-10-02","M","Yes",4
"C14350","1979-05-25","M","Yes",4
"C14351","1973-12-07","M","Yes",4
"C14352","1943-06-24","M","Yes",4
"C14353","1950-09-01","F","Yes",2
"C14354","1933-07-05","F","Yes",4
"C14355","1950-07-12","M","Yes",4
"C14356","1939-04-28","M","Yes",4
"C14357","1965-06-28","M","Yes",4
"C14358","1991-08-26","F","Yes",4
"C14359","1968-07-15","M","Yes",4
"C14360","1976-12-13","F","Yes",4
"C14361","1994-12-23","M","Yes",2
"C14362","1970-08-05","M","Yes",4
"C14363","1986-07-27","M","Yes",4
"C14364","1938-02-24","F","Yes",4
"C14365","1984-07-13","F","Yes",4
"C14366","1944-06-03","F","Yes",4
"C14367","1955-11-28","F","Yes",4
"C14368","1969-11-10","F","Yes",4
"C14369","1987-04-03","M","Yes",2
"C14370","1937-05-08","F","Yes",4
"C14371","1984-05-18","F","Yes",4
"C14372","1974-07-09","M","Yes",2
"C14373","1981-07-06","M","Yes",4
"C14374","1986-07-01","F","Yes",4
"C14375","1951-12-09","F","Yes",4
"C14376","1960-05-18","M","Yes",4
"C14377","1982-11-18","F","Yes",4
"C14378","1994-01-14","F","Yes",3
"C14379","1972-12-19","F","Yes",4
"C14380","1939-05-21","M","Yes",2
"C14381","1971-04-12","M","Yes",4
"C14382","1947-08-10","M","Yes",4
"C14383","1965-02-24","F","Yes",4
"C14384","1990-02-24","M","Yes",2
"C14385","1945-03-14","M","Yes",4
"C14386","1961-01-20","F","Yes",4
"C14387","1987-05-13","F","Yes",4
"C14388","1947-06-18","F","Yes",4
"C14389","1935-09-05","M","Yes",4
"C14390","1974-12-01","F","Yes",4
"C14391","1962-02-02","F","Yes",2
"C14392","1957-06-28","M","Yes",4
"C14393","1966-01-09","M","Yes",4
"C14394","1970-12-06","M","Yes",4
"C14395","1996-11-13","M","Yes",2
"C14396","1984-04-25","M","Yes",4
"C14397","1984-11-17","F","Yes",4
"C14398","1986-07-17","F","Yes",4
"C14399","2000-09-19","F","Yes",2
"C14400","1959-06-25","F","Yes",4
"C14401","1937-02-03","M","Yes",4
"C14402","1980-05-23","M","Yes",2
"C14403","1985-06-10","F","Yes",4
"C14404","1987-02-02","M","Yes",4
"C14405","1970-10-25","M","Yes",4
"C14406","1988-08-13","M","Yes",2
"C14407","1945-02-10","F","Yes",4
"C14408","1975-10-24","F","Yes",4
"C14409","1957-11-12","M","Yes",4
"C14410","1980-10-28","F","Yes",4
"C14411","1983-12-02","M","Yes",4
"C14412","1987-01-14","F","Yes",4
"C14413","1994-02-28","M","Yes",3
"C14414","1974-07-03","F","Yes",4
"C14415","1993-02-27","M","Yes",3
"C14416","1980-07-17","F","Yes",4
"C14417","1990-08-18","F","Yes",4
"C14418","1996-04-22","F","Yes",3
"C14419","1984-11-03","F","Yes",4
"C14420","1971-03-21","F","Yes",4
"C14421","1980-01-06","F","Yes",4
"C14422","1984-11-14","M","Yes",4
"C14423","1950-08-15","F","Yes",2
"C14424","2000-11-28","F","Yes",2
"C14425","1977-12-21","F","Yes",4
"C14426","1990-10-20","M","Yes",2
"C14427","1968-11-09","M","Yes",4
"C14428","1949-01-03","F","Yes",4
"C14429","1970-11-12","M","Yes",4
"C14430","1961-11-13","F","Yes",4
"C14431","1990-06-19","M","Yes",3
"C14432","1994-09-13","F","Yes",2
"C14433","1974-12-09","M","Yes",4
"C14434","1968-06-12","F","Yes",4
"C14435","1982-09-18","M","Yes",4
"C14436","1967-11-15","F","Yes",4
"C14437","1952-12-20","M","Yes",4
"C14438","1997-10-11","M","Yes",2
"C14439","1986-09-04","F","Yes",2
"C14440","1972-09-03","M","Yes",4
"C14441","1985-05-16","M","Yes",4
"C14442","1968-07-20","M","Yes",4
"C14443","1982-11-03","M","Yes",4
"C14444","1986-06-02","F","Yes",4
"C14445","1949-01-28","M","Yes",4
"C14446","1977-02-25","F","Yes",4
"C14447","1976-10-10","F","No",1
"C14448","1942-05-14","M","Yes",4
"C14449","1986-11-15","F","No",1
"C14450","1964-08-09","F","Yes",4
"C14451","1940-12-21","F","Yes",4
"C14452","1991-10-03","F","Yes",4
"C14453","1977-08-14","M","Yes",4
"C14454","1982-03-24","F","Yes",4
"C14455","1978-10-14","F","Yes",4
"C14456","1979-12-15","M","Yes",4
"C14457","1976-03-28","M","Yes",4
"C14458","1948-06-12","F","Yes",4
"C14459","1984-12-25","F","Yes",4
"C14460","1935-03-07","F","Yes",4
"C14461","1993-11-19","F","Yes",3
"C14462","1942-10-27","M","Yes",4
"C14463","1969-01-12","F","Yes",4
"C14464","1972-05-22","F","Yes",4
"C14465","1975-06-27","F","Yes",4
"C14466","1951-05-25","F","Yes",4
"C14467","1968-06-05","M","Yes",4
"C14468","1954-06-21","F","Yes",4
"C14469","1988-10-02","M","Yes",4
"C14470","1983-02-20","F","Yes",4
"C14471","1988-08-15","F","Yes",4
"C14472","1940-06-23","M","Yes",4
"C14473","1998-08-20","F","Yes",2
"C14474","1996-05-11","M","Yes",2
"C14475","1993-04-06","F","Yes",3
"C14476","1994-06-05","F","Yes",2
"C14477","1981-03-04","F","Yes",4
"C14478","1964-04-08","F","No",1
"C14479","1942-09-18","F","Yes",4
"C14480","1964-05-01","M","No",1
"C14481","1963-07-25","M","Yes",4
"C14482","1969-03-01","M","Yes",4
"C14483","1961-07-02","F","Yes",4
"C14484","1964-02-09","M","Yes",4
"C14485","1990-06-04","M","Yes",2
"C14486","1982-05-19","M","Yes",4
"C14487","1978-10-18","M","Yes",4
"C14488","1985-02-20","M","Yes",4
"C14489","1981-02-06","M","Yes",4
"C14490","1978-01-22","F","No",1
"C14491","1997-11-01","M","Yes",2
"C14492","1993-08-08","F","Yes",3
"C14493","1980-10-14","F","Yes",4
"C14494","1993-11-20","M","Yes",2
"C14495","1989-06-03","F","Yes",4
"C14496","1989-11-16","M","Yes",4
"C14497","1935-06-09","F","Yes",4
"C14498","1986-03-19","M","Yes",4
"C14499","1969-09-12","F","Yes",4
"C14500","1978-07-18","M","Yes",4
"C14501","1971-06-05","F","Yes",2
"C14502","1955-06-16","F","Yes",4
"C14503","1984-06-10","F","Yes",4
"C14504","1971-07-05","M","Yes",2
"C14505","1998-03-22","F","Yes",2
"C14506","1981-07-02","F","Yes",4
"C14507","1997-06-23","F","Yes",3
"C14508","1984-05-09","F","Yes",4
"C14509","1987-05-03","M","Yes",4
"C14510","1934-11-08","F","Yes",4
"C14511","1977-01-27","M","Yes",4
"C14512","1996-09-04","M","Yes",2
"C14513","1975-07-11","F","Yes",4
"C14514","1993-03-19","M","Yes",2
"C14515","1991-11-27","F","Yes",4
"C14516","1997-11-02","F","Yes",3
"C14517","1977-03-20","M","Yes",4
"C14518","1970-10-12","F","Yes",4
"C14519","1957-09-26","F","No",1
"C14520","1955-03-04","M","Yes",4
"C14521","1999-03-14","F","Yes",2
"C14522","1962-12-09","F","Yes",4
"C14523","1947-12-18","M","Yes",4
"C14524","1975-10-03","F","Yes",4
"C14525","1996-08-18","M","Yes",2
"C14526","1950-05-21","F","Yes",4
"C14527","1989-12-18","F","Yes",4
"C14528","1992-06-01","F","Yes",4
"C14529","1999-01-04","F","Yes",2
"C14530","1990-08-12","F","Yes",4
"C14531","1936-08-27","F","Yes",4
"C14532","1983-02-11","F","Yes",4
"C14533","1985-11-24","F","Yes",4
"C14534","1972-08-28","M","Yes",4
"C14535","1961-04-15","F","Yes",4
"C14536","1968-09-09","F","Yes",4
"C14537","1935-03-12","F","Yes",4
"C14538","1967-04-01","M","Yes",4
"C14539","1995-12-28","F","Yes",2
"C14540","1984-07-09","M","Yes",4
"C14541","1996-02-23","M","Yes",2
"C14542","1986-09-05","F","Yes",4
"C14543","1978-02-20","F","Yes",4
"C14544","1991-11-04","F","Yes",2
"C14545","1957-06-01","F","Yes",4
"C14546","1983-10-15","F","Yes",4
"C14547","1975-05-04","F","Yes",4
"C14548","1990-05-12","F","Yes",4
"C14549","1946-05-28","M","Yes",4
"C14550","1941-03-26","M","Yes",4
"C14551","1955-08-04","F","Yes",2
"C14552","1964-07-28","M","Yes",4
"C14553","1954-03-17","M","No",1
"C14554","1934-09-08","M","Yes",4
"C14555","1997-10-17","F","Yes",3
"C14556","1995-02-10","M","Yes",2
"C14557","1963-06-01","M","Yes",2
"C14558","1995-09-02","F","Yes",3
"C14559","1981-01-05","M","Yes",4
"C14560","1954-02-07","F","Yes",4
"C14561","1982-05-14","F","Yes",2
"C14562","1991-07-28","F","Yes",4
"C14563","1990-06-24","M","Yes",3
"C14564","1982-08-15","F","Yes",4
"C14565","1946-07-08","M","Yes",4
"C14566","1935-10-15","F","Yes",4
"C14567","1972-07-25","F","Yes",4
"C14568","1954-09-15","M","No",1
"C14569","1978-03-18","M","Yes",4
"C14570","1993-12-17","F","Yes",2
"C14571","1957-06-27","M","Yes",4
"C14572","1962-06-22","M","Yes",4
"C14573","1972-11-15","M","Yes",4
"C14574","1962-10-15","F","Yes",4
"C14575","1936-02-15","F","No",1
"C14576","1974-01-22","M","Yes",4
"C14577","1965-02-09","M","Yes",4
"C14578","1977-05-02","M","Yes",2
"C14579","1943-12-07","F","Yes",4
"C14580","1973-04-27","F","Yes",4
"C14581","2000-12-27","M","Yes",2
"C14582","1973-02-26","F","Yes",4
"C14583","1997-03-28","M","Yes",2
"C14584","1996-02-02","M","Yes",2
"C14585","1936-01-15","M","Yes",2
"C14586","1986-04-08","F","Yes",4
"C14587","1972-08-15","M","Yes",4
"C14588","1985-09-28","M","Yes",4
"C14589","1972-12-19","F","Yes",4
"C14590","1970-04-03","F","Yes",4
"C14591","1935-11-10","F","Yes",4
"C14592","1973-08-04","M","Yes",4
"C14593","1954-09-07","F","Yes",4
"C14594","1992-02-14","F","Yes",2
"C14595","1982-01-18","M","Yes",4
"C14596","1976-09-12","F","Yes",4
"C14597","1974-04-11","F","Yes",4
"C14598","2000-08-24","F","Yes",2
"C14599","1973-10-23","F","Yes",4
"C14600","1949-09-05","F","Yes",4
"C14601","1956-02-18","F","Yes",4
"C14602","1981-01-19","F","Yes",4
"C14603","1993-01-15","M","Yes",3
"C14604","1978-06-27","F","Yes",4
"C14605","1940-05-01","F","Yes",4
"C14606","1964-04-24","M","Yes",4
"C14607","1961-11-17","F","Yes",4
"C14608","1938-02-25","F","Yes",4
"C14609","1994-12-04","M","Yes",3
"C14610","1993-07-10","M","Yes",2
"C14611","1959-12-03","F","Yes",4
"C14612","1950-06-11","F","Yes",4
"C14613","1977-12-17","M","Yes",4
"C14614","1997-02-01","F","Yes",2
"C14615","1999-11-06","F","Yes",2
"C14616","1952-06-28","M","Yes",4
"C14617","1982-04-22","M","Yes",4
"C14618","1997-07-28","F","Yes",3
"C14619","1971-04-14","M","Yes",4
"C14620","1980-03-24","M","Yes",4
"C14621","1997-09-17","M","Yes",2
"C14622","1970-01-01","F","Yes",4
"C14623","1946-12-10","F","Yes",2
"C14624","1986-11-09","M","Yes",4
"C14625","1968-11-06","F","Yes",4
"C14626","1956-05-15","F","Yes",4
"C14627","1995-10-20","M","Yes",2
"C14628","1978-01-07","F","Yes",4
"C14629","1981-06-09","F","Yes",2
"C14630","1972-08-16","M","Yes",4
"C14631","1947-01-19","M","Yes",2
"C14632","1977-10-11","M","Yes",4
"C14633","1982-12-13","M","Yes",4
"C14634","1995-06-20","F","Yes",3
"C14635","1974-11-22","F","Yes",4
"C14636","1966-12-18","M","Yes",4
"C14637","1978-09-07","M","Yes",4
"C14638","1948-12-24","M","Yes",4
"C14639","1942-01-17","M","Yes",4
"C14640","1990-09-23","M","Yes",2
"C14641","1979-02-20","F","Yes",4
"C14642","1997-03-26","M","Yes",2
"C14643","1970-10-02","M","Yes",4
"C14644","1937-09-22","F","Yes",2
"C14645","1998-10-01","M","Yes",2
"C14646","1974-03-25","M","Yes",4
"C14647","1954-07-03","M","Yes",4
"C14648","1974-10-25","M","Yes",4
"C14649","1984-04-28","F","Yes",4
"C14650","1989-06-25","M","No",1
"C14651","1994-04-21","F","Yes",3
"C14652","1973-06-16","F","Yes",4
"C14653","1968-09-23","F","Yes",4
