"BillNumber","BillDate","CustomerID","ProductID","ProductCategory","Sales","Quantity"
"B46821","2014-12-14","C21396","PR6712","Office Supplies",2.624,1
"B46821","2014-12-14","C21396","PR6458","Furniture",136.53,1
"B46821","2014-12-14","C21396","PR7659","Technology",263.96,1
"B44093","2015-02-25","C21396","PR7079","Office Supplies",3.15,1
"B44093","2015-02-25","C21396","PR7280","Office Supplies",22.72,4
"B44203","2015-11-20","C21396","PR6947","Office Supplies",7.23,5
"B44203","2015-11-20","C21396","PR7434","Office Supplies",17.44,2
"B44203","2015-11-20","C21396","PR6941","Office Supplies",62.88,4
"B44203","2015-11-20","C21396","PR6118","Furniture",290.352,3
"B47208","2016-08-27","C21396","PR7563","Office Supplies",51.52,5
"B47208","2016-08-27","C21396","PR7290","Office Supplies",3.528,1
"B47208","2016-08-27","C21396","PR7398","Office Supplies",4.624,1
"B47208","2016-08-27","C21396","PR7561","Office Supplies",55.168,4
"B45546","2017-09-01","C21396","PR7625","Technology",19.99,1
"B45546","2017-09-01","C21396","PR6887","Office Supplies",22.92,5
"B38264","2014-04-30","C21397","PR6719","Office Supplies",174.95,5
"B38264","2014-04-30","C21397","PR7417","Office Supplies",826,5
"B38235","2014-09-02","C21397","PR6515","Office Supplies",19.9,1
"B38235","2014-09-02","C21397","PR6325","Furniture",70.71,1
"B38576","2015-02-15","C21397","PR7370","Office Supplies",13.36,2
"B38576","2015-02-15","C21397","PR6813","Office Supplies",41.72,5
"B38576","2015-02-15","C21397","PR6770","Office Supplies",11.52,5
"B38576","2015-02-15","C21397","PR6517","Office Supplies",541.44,6
"B38576","2015-02-15","C21397","PR7161","Office Supplies",19.44,3
"B41985","2015-06-20","C21397","PR7863","Technology",125.944,7
"B38966","2015-11-05","C21397","PR7423","Office Supplies",62.8,4
"B40165","2016-05-30","C21397","PR6564","Office Supplies",123.92,5
"B42121","2016-11-14","C21397","PR7225","Office Supplies",16.45,5
"B42121","2016-11-14","C21397","PR6269","Furniture",19.92,4
"B41519","2017-08-12","C21397","PR6504","Office Supplies",542.94,3
"B41519","2017-08-12","C21397","PR6295","Furniture",54.92,4
"B41379","2017-09-07","C21397","PR6334","Furniture",25.16,2
"B41379","2017-09-07","C21397","PR7899","Technology",126.56,4
"B40978","2017-11-03","C21397","PR7339","Office Supplies",16.272,3
"B38840","2015-05-31","C21398","PR6696","Office Supplies",10.272,3
"B41006","2017-09-21","C21398","PR7573","Technology",71.98,2
"B41006","2017-09-21","C21398","PR7577","Technology",79.98,2
"B37919","2014-11-15","C21399","PR6988","Office Supplies",604.656,9
"B40045","2016-03-20","C21399","PR7790","Technology",11.992,1
"B41600","2017-09-22","C21399","PR7369","Office Supplies",12.96,2
"B41600","2017-09-22","C21399","PR6715","Office Supplies",17.94,3
"B42283","2017-11-03","C21399","PR7613","Technology",40.776,3
"B36747","2014-09-14","C21400","PR6505","Office Supplies",52.448,2
"B36747","2014-09-14","C21400","PR7097","Office Supplies",20.16,4
"B33960","2015-05-01","C21400","PR7950","Technology",88.752,3
"B33632","2015-09-03","C21400","PR6533","Office Supplies",137.62,2
"B33632","2015-09-03","C21400","PR7972","Technology",100.49,1
"B36916","2015-09-03","C21400","PR7459","Office Supplies",120.33,1
"B34266","2016-02-04","C21400","PR7519","Office Supplies",93.02,2
"B35277","2016-07-23","C21400","PR6676","Office Supplies",35.216,2
"B35277","2016-07-23","C21400","PR6557","Office Supplies",23.696,2
"B35277","2016-07-23","C21400","PR7779","Technology",265.475,1
"B35999","2017-08-19","C21400","PR6907","Office Supplies",387.99,1
"B36189","2017-10-21","C21400","PR6761","Office Supplies",38.82,6
"B36189","2017-10-21","C21400","PR6886","Office Supplies",21.9,5
"B36511","2017-11-09","C21400","PR6212","Furniture",215.976,3
"B35690","2017-12-23","C21400","PR6913","Office Supplies",13.84,4
"B35690","2017-12-23","C21400","PR7380","Office Supplies",175.872,4
"B33295","2014-03-23","C21401","PR7118","Office Supplies",9.912,3
"B34065","2015-06-18","C21401","PR6615","Office Supplies",51.98,2
"B35287","2016-08-30","C21401","PR6272","Furniture",47.04,4
"B35287","2016-08-30","C21401","PR7968","Technology",339.96,5
"B34943","2016-09-06","C21401","PR7462","Office Supplies",10.784,1
"B35735","2017-04-17","C21401","PR6295","Furniture",60.312,3
"B36064","2017-11-03","C21401","PR6436","Furniture",486.368,4
"B33031","2014-12-26","C21402","PR7383","Office Supplies",18.264,3
"B33031","2014-12-26","C21402","PR6552","Office Supplies",34.656,2
"B33031","2014-12-26","C21402","PR6560","Office Supplies",81.552,2
"B33031","2014-12-26","C21402","PR7449","Office Supplies",227.136,4
"B34186","2015-06-08","C21402","PR7671","Technology",2.376,3
"B34186","2015-06-08","C21402","PR6565","Office Supplies",143.128,2
"B37178","2016-06-23","C21402","PR7533","Office Supplies",835.17,7
"B32619","2014-12-08","C21403","PR7429","Office Supplies",60.416,2
"B35207","2016-04-01","C21403","PR7073","Office Supplies",20.7,2
"B35207","2016-04-01","C21403","PR7544","Office Supplies",10.95,3
"B35207","2016-04-01","C21403","PR6880","Office Supplies",14.352,3
"B34625","2016-04-12","C21403","PR7452","Office Supplies",129.552,3
"B34625","2016-04-12","C21403","PR7404","Office Supplies",51.984,1
"B34625","2016-04-12","C21403","PR7187","Office Supplies",10.272,3
"B36221","2017-11-02","C21403","PR7010","Office Supplies",5.32,2
"B36221","2017-11-02","C21403","PR6167","Furniture",975.92,4
"B36221","2017-11-02","C21403","PR7687","Technology",2249.91,9
"B36221","2017-11-02","C21403","PR7461","Office Supplies",59.92,4
"B38182","2014-03-14","C21404","PR7775","Technology",574.91,2
"B38182","2014-03-14","C21404","PR7201","Office Supplies",8.448,2
"B37785","2014-09-07","C21404","PR6435","Furniture",429.9,5
"B37785","2014-09-07","C21404","PR6767","Office Supplies",32.06,2
"B37785","2014-09-07","C21404","PR6240","Furniture",161.96,2
"B37785","2014-09-07","C21404","PR7502","Office Supplies",19.86,2
"B39583","2016-03-09","C21404","PR7694","Technology",199.75,5
"B39341","2016-05-05","C21404","PR7193","Office Supplies",93.248,4
"B39341","2016-05-05","C21404","PR7826","Technology",177.48,3
"B39509","2016-05-20","C21404","PR6270","Furniture",1049.2,5
"B39509","2016-05-20","C21404","PR6947","Office Supplies",15.424,4
"B39309","2016-07-04","C21404","PR6256","Furniture",25.4,5
"B39309","2016-07-04","C21404","PR7826","Technology",177.48,3
"B39309","2016-07-04","C21404","PR7889","Technology",71.976,3
"B42197","2016-08-21","C21404","PR6454","Furniture",815.292,9
"B40166","2016-08-29","C21404","PR7322","Office Supplies",64.624,7
"B40166","2016-08-29","C21404","PR7618","Technology",95.976,3
"B40166","2016-08-29","C21404","PR6855","Office Supplies",1.788,3
"B40489","2017-06-22","C21404","PR6167","Furniture",487.96,2
"B40465","2017-10-20","C21404","PR7083","Office Supplies",24.55,5
"B41590","2017-12-16","C21404","PR7307","Office Supplies",13.36,2
"B41590","2017-12-16","C21404","PR7475","Office Supplies",158.9,5
"B41110","2017-12-21","C21404","PR6316","Furniture",15.92,2
"B33616","2015-03-21","C21405","PR6551","Office Supplies",962.08,4
"B33616","2015-03-21","C21405","PR6782","Office Supplies",12.843,3
"B33616","2015-03-21","C21405","PR7274","Office Supplies",295.456,14
"B33438","2015-12-10","C21405","PR6584","Office Supplies",53.088,7
"B34385","2016-05-09","C21405","PR6993","Office Supplies",9.344,1
"B34385","2016-05-09","C21405","PR6650","Office Supplies",79.36,5
"B34271","2016-09-25","C21405","PR6730","Office Supplies",16.56,4
"B38007","2014-06-16","C21406","PR6163","Furniture",647.84,8
"B39178","2015-10-09","C21406","PR6755","Office Supplies",1.872,2
"B39178","2015-10-09","C21406","PR6852","Office Supplies",11.214,2
"B39178","2015-10-09","C21406","PR6640","Office Supplies",37.376,8
"B41020","2017-06-24","C21406","PR6857","Office Supplies",102.93,3
"B40400","2017-08-19","C21406","PR6846","Office Supplies",2.296,2
"B42462","2017-09-29","C21406","PR6655","Office Supplies",99.2,5
"B42865","2014-06-22","C21407","PR7440","Office Supplies",501.81,3
"B42865","2014-06-22","C21407","PR7452","Office Supplies",161.94,3
"B43377","2015-05-17","C21407","PR7107","Office Supplies",31.5,10
"B43377","2015-05-17","C21407","PR7537","Office Supplies",55.6,4
"B43988","2015-11-09","C21407","PR7485","Office Supplies",244.55,5
"B43988","2015-11-09","C21407","PR6972","Office Supplies",12.24,6
"B43988","2015-11-09","C21407","PR7628","Technology",13.98,2
"B43988","2015-11-09","C21407","PR7649","Technology",899.95,5
"B44673","2016-09-10","C21407","PR6929","Office Supplies",276.784,2
"B47510","2017-06-11","C21407","PR7156","Office Supplies",122.97,3
"B46279","2017-12-01","C21407","PR7973","Technology",470.376,3
"B46279","2017-12-01","C21407","PR7813","Technology",105.584,2
"B46279","2017-12-01","C21407","PR6497","Office Supplies",31.152,3
"B46279","2017-12-01","C21407","PR6858","Office Supplies",6.783,7
"B46279","2017-12-01","C21407","PR7827","Technology",406.368,4
"B33238","2014-04-19","C21408","PR6890","Office Supplies",58.05,3
"B33238","2014-04-19","C21408","PR7222","Office Supplies",71.28,11
"B32858","2014-09-03","C21408","PR7072","Office Supplies",14.4,5
"B34395","2016-11-20","C21408","PR7191","Office Supplies",15.696,3
"B34395","2016-11-20","C21408","PR6886","Office Supplies",2.628,2
"B34395","2016-11-20","C21408","PR6767","Office Supplies",14.427,3
"B34815","2016-12-01","C21408","PR6612","Office Supplies",4.704,2
"B35508","2017-09-07","C21408","PR6343","Furniture",19.76,4
"B33626","2015-07-17","C21409","PR7088","Office Supplies",6.264,3
"B33626","2015-07-17","C21409","PR7050","Office Supplies",14.432,4
"B33504","2015-11-23","C21409","PR7192","Office Supplies",335.52,4
"B33504","2015-11-23","C21409","PR6866","Office Supplies",23.912,2
"B33504","2015-11-23","C21409","PR7445","Office Supplies",27.056,2
"B34570","2016-10-28","C21409","PR6385","Furniture",756.8,5
"B35224","2016-11-27","C21409","PR6564","Office Supplies",167.292,6
"B36460","2017-03-08","C21409","PR6509","Office Supplies",647.84,8
"B36460","2017-03-08","C21409","PR7071","Office Supplies",20.7,2
"B36443","2017-11-06","C21409","PR7346","Office Supplies",5.78,1
"B36908","2014-12-30","C21410","PR6942","Office Supplies",551.985,5
"B34661","2016-01-09","C21410","PR6335","Furniture",15.168,2
"B34476","2016-07-22","C21410","PR6534","Office Supplies",37.68,2
"B34476","2016-07-22","C21410","PR7363","Office Supplies",51.84,8
"B34476","2016-07-22","C21410","PR6280","Furniture",27.42,3
"B34476","2016-07-22","C21410","PR6832","Office Supplies",5.4,3
"B37064","2016-08-05","C21410","PR6599","Office Supplies",197.05,7
"B35284","2016-11-04","C21410","PR6312","Furniture",50.496,6
"B41792","2014-05-27","C21411","PR6918","Office Supplies",17.46,6
"B37567","2014-12-16","C21411","PR7605","Technology",99.98,2
"B37567","2014-12-16","C21411","PR6330","Furniture",29.46,6
"B38777","2015-06-12","C21411","PR7456","Office Supplies",29.9,5
"B40140","2016-05-19","C21411","PR6220","Furniture",641.96,2
"B42497","2017-05-22","C21411","PR6168","Furniture",181.986,2
"B42497","2017-05-22","C21411","PR6878","Office Supplies",1.592,2
"B42497","2017-05-22","C21411","PR7534","Office Supplies",22.344,3
"B40548","2017-12-09","C21411","PR7858","Technology",444.768,4
"B42711","2014-08-23","C21412","PR7352","Office Supplies",25.92,4
"B42711","2014-08-23","C21412","PR7382","Office Supplies",45.92,4
"B43689","2015-07-31","C21412","PR7659","Technology",2309.65,7
"B43689","2015-07-31","C21412","PR6461","Furniture",1090.782,7
"B43689","2015-07-31","C21412","PR7386","Office Supplies",19.44,3
"B45511","2017-08-12","C21412","PR7142","Office Supplies",20.736,4
"B46398","2017-09-21","C21412","PR6770","Office Supplies",20.16,7
"B45795","2017-11-28","C21412","PR7360","Office Supplies",88.768,2
"B41891","2014-04-12","C21413","PR7147","Office Supplies",32.4,5
"B37572","2014-06-02","C21413","PR6732","Office Supplies",8.56,2
"B37572","2014-06-02","C21413","PR7833","Technology",239.97,3
"B37572","2014-06-02","C21413","PR7454","Office Supplies",356.94,2
"B38356","2014-06-06","C21413","PR6853","Office Supplies",1.365,1
"B38356","2014-06-06","C21413","PR7277","Office Supplies",62.016,2
"B41898","2014-06-21","C21413","PR6793","Office Supplies",11.088,7
"B41898","2014-06-21","C21413","PR6868","Office Supplies",25.164,2
"B38527","2015-05-03","C21413","PR6631","Office Supplies",59.904,2
"B38527","2015-05-03","C21413","PR6557","Office Supplies",23.696,2
"B38527","2015-05-03","C21413","PR7270","Office Supplies",7.968,2
"B38527","2015-05-03","C21413","PR6562","Office Supplies",18.2,7
"B38527","2015-05-03","C21413","PR7611","Technology",27.552,3
"B38527","2015-05-03","C21413","PR6211","Furniture",844.116,6
"B38527","2015-05-03","C21413","PR7416","Office Supplies",76.752,3
"B39008","2015-10-20","C21413","PR6369","Furniture",74.76,7
"B39008","2015-10-20","C21413","PR6436","Furniture",364.776,3
"B39180","2015-11-07","C21413","PR6170","Furniture",715.2,3
"B40013","2016-05-26","C21413","PR7045","Office Supplies",5.94,3
"B40013","2016-05-26","C21413","PR7208","Office Supplies",45.36,7
"B40013","2016-05-26","C21413","PR7934","Technology",211.168,4
"B40013","2016-05-26","C21413","PR6243","Furniture",484.704,6
"B40013","2016-05-26","C21413","PR7755","Technology",371.976,3
"B41381","2017-02-13","C21413","PR7540","Office Supplies",25.02,3
"B41381","2017-02-13","C21413","PR6601","Office Supplies",10.71,3
"B35138","2016-07-14","C21414","PR6908","Office Supplies",36.4,5
"B35138","2016-07-14","C21414","PR6422","Furniture",51.75,1
"B46981","2015-09-13","C21415","PR6429","Furniture",131.88,7
"B46981","2015-09-13","C21415","PR6813","Office Supplies",25.032,3
"B46981","2015-09-13","C21415","PR6162","Furniture",717.72,3
"B46981","2015-09-13","C21415","PR6333","Furniture",207.35,5
"B46981","2015-09-13","C21415","PR6397","Furniture",44.67,3
"B46981","2015-09-13","C21415","PR7192","Office Supplies",209.7,2
"B44954","2016-04-30","C21415","PR6347","Furniture",111.888,7
"B47081","2016-08-26","C21415","PR6805","Office Supplies",146.688,8
"B46480","2017-03-02","C21415","PR6924","Office Supplies",107.648,2
"B45960","2017-03-16","C21415","PR7489","Office Supplies",310.12,2
"B45960","2017-03-16","C21415","PR6927","Office Supplies",70.464,6
"B45960","2017-03-16","C21415","PR6821","Office Supplies",19.68,5
"B45960","2017-03-16","C21415","PR6510","Office Supplies",140.67,3
"B41972","2015-09-13","C21416","PR6429","Furniture",131.88,7
"B41972","2015-09-13","C21416","PR6813","Office Supplies",25.032,3
"B41972","2015-09-13","C21416","PR6162","Furniture",717.72,3
"B41972","2015-09-13","C21416","PR6333","Furniture",207.35,5
"B41972","2015-09-13","C21416","PR6397","Furniture",44.67,3
"B41972","2015-09-13","C21416","PR7192","Office Supplies",209.7,2
"B39945","2016-04-30","C21416","PR6347","Furniture",111.888,7
"B42072","2016-08-26","C21416","PR6805","Office Supplies",146.688,8
"B41471","2017-03-02","C21416","PR6924","Office Supplies",107.648,2
"B40951","2017-03-16","C21416","PR7489","Office Supplies",310.12,2
"B40951","2017-03-16","C21416","PR6927","Office Supplies",70.464,6
"B40951","2017-03-16","C21416","PR6821","Office Supplies",19.68,5
"B40951","2017-03-16","C21416","PR6510","Office Supplies",140.67,3
"B33810","2015-12-05","C21417","PR6774","Office Supplies",152.8,5
"B37129","2016-07-01","C21417","PR7076","Office Supplies",30.53,1
"B37129","2016-07-01","C21417","PR7616","Technology",30.84,3
"B37129","2016-07-01","C21417","PR7253","Office Supplies",75.06,9
"B34609","2016-08-21","C21417","PR7121","Office Supplies",9.216,4
"B34609","2016-08-21","C21417","PR7553","Office Supplies",28.048,2
"B35261","2016-09-05","C21417","PR7398","Office Supplies",9.248,2
"B36503","2017-03-13","C21417","PR6606","Office Supplies",19.456,4
"B36503","2017-03-13","C21417","PR7751","Technology",209.986,2
"B36503","2017-03-13","C21417","PR6688","Office Supplies",29.76,5
"B36503","2017-03-13","C21417","PR6219","Furniture",89.768,1
"B36503","2017-03-13","C21417","PR7716","Technology",959.984,2
"B36503","2017-03-13","C21417","PR7250","Office Supplies",15.552,3
"B36503","2017-03-13","C21417","PR7839","Technology",34.36,1
"B35585","2017-09-02","C21417","PR6212","Furniture",215.976,3
"B36333","2017-12-10","C21417","PR7620","Technology",599.97,3
"B36333","2017-12-10","C21417","PR7795","Technology",38.97,3
"B36333","2017-12-10","C21417","PR6887","Office Supplies",45.84,8
"B40318","2016-03-29","C21418","PR7159","Office Supplies",13.48,2
"B40318","2016-03-29","C21418","PR6899","Office Supplies",29.8,5
"B40318","2016-03-29","C21418","PR6422","Furniture",414,8
"B40318","2016-03-29","C21418","PR6764","Office Supplies",41.328,7
"B41392","2017-01-01","C21418","PR7490","Office Supplies",454.56,5
"B41392","2017-01-01","C21418","PR6325","Furniture",141.42,5
"B41392","2017-01-01","C21418","PR6213","Furniture",310.744,4
"B41392","2017-01-01","C21418","PR6682","Office Supplies",12.736,4
"B41392","2017-01-01","C21418","PR6761","Office Supplies",6.47,5
"B41392","2017-01-01","C21418","PR6765","Office Supplies",13.748,14
"B41392","2017-01-01","C21418","PR6580","Office Supplies",15.224,2
"B40945","2017-04-21","C21418","PR6232","Furniture",908.82,9
"B40493","2017-08-14","C21418","PR6437","Furniture",418.296,3
"B41140","2017-10-28","C21418","PR6311","Furniture",77.952,3
"B41140","2017-10-28","C21418","PR7458","Office Supplies",147.184,2
"B41140","2017-10-28","C21418","PR7149","Office Supplies",47.952,3
"B40739","2017-11-23","C21418","PR7674","Technology",74.112,8
"B40739","2017-11-23","C21418","PR7903","Technology",27.992,1
"B40739","2017-11-23","C21418","PR6594","Office Supplies",3.304,1
"B33677","2015-03-05","C21419","PR6205","Furniture",99.372,2
"B33677","2015-03-05","C21419","PR6363","Furniture",33.568,2
"B34444","2016-12-18","C21419","PR6777","Office Supplies",254.058,7
"B34444","2016-12-18","C21419","PR6545","Office Supplies",194.528,2
"B34444","2016-12-18","C21419","PR7536","Office Supplies",961.48,5
"B35824","2017-08-24","C21419","PR6906","Office Supplies",24.672,4
"B35824","2017-08-24","C21419","PR6754","Office Supplies",3.744,1
"B36440","2017-11-05","C21419","PR6767","Office Supplies",16.03,5
"B47108","2016-03-10","C21420","PR6140","Furniture",176.784,1
"B44713","2016-05-07","C21420","PR6762","Office Supplies",85.232,7
"B44713","2016-05-07","C21420","PR7108","Office Supplies",44.4,3
"B44713","2016-05-07","C21420","PR6195","Furniture",442.764,4
"B44713","2016-05-07","C21420","PR7733","Technology",3999.95,5
"B44713","2016-05-07","C21420","PR7618","Technology",199.95,5
"B44713","2016-05-07","C21420","PR6316","Furniture",63.68,8
"B44613","2016-07-22","C21420","PR6657","Office Supplies",4.16,2
"B44613","2016-07-22","C21420","PR6336","Furniture",11.648,2
"B47261","2016-12-03","C21420","PR6492","Office Supplies",394.816,4
"B47261","2016-12-03","C21420","PR6788","Office Supplies",18.192,4
"B46376","2017-01-26","C21420","PR7019","Office Supplies",11.84,8
"B46256","2017-03-27","C21420","PR6125","Furniture",1023.332,5
"B46256","2017-03-27","C21420","PR6230","Furniture",600.558,3
"B46256","2017-03-27","C21420","PR7711","Technology",39.992,1
"B46256","2017-03-27","C21420","PR6185","Furniture",211.246,2
"B45418","2017-05-01","C21420","PR7541","Office Supplies",3.328,2
"B45418","2017-05-01","C21420","PR6448","Furniture",933.262,4
"B45418","2017-05-01","C21420","PR6192","Furniture",2803.92,5
"B45815","2017-06-24","C21420","PR6729","Office Supplies",95.92,8
"B32991","2014-08-29","C21421","PR7380","Office Supplies",109.92,2
"B32991","2014-08-29","C21421","PR7308","Office Supplies",13.36,2
"B35982","2017-10-19","C21421","PR6986","Office Supplies",8.96,2
"B35982","2017-10-19","C21421","PR7079","Office Supplies",31.5,10
"B35982","2017-10-19","C21421","PR6389","Furniture",30.56,2
"B35982","2017-10-19","C21421","PR6471","Furniture",24.368,2
"B33087","2014-12-08","C21422","PR6265","Furniture",39.88,2
"B33087","2014-12-08","C21422","PR6278","Furniture",79.44,3
"B34225","2015-10-04","C21422","PR6182","Furniture",392.94,3
"B33472","2015-10-10","C21422","PR7364","Office Supplies",45.36,7
"B34613","2016-04-02","C21422","PR6174","Furniture",1454.9,5
"B33123","2014-09-23","C21423","PR6953","Office Supplies",11.12,4
"B34640","2016-04-18","C21423","PR6209","Furniture",344.372,4
"B34640","2016-04-18","C21423","PR7465","Office Supplies",1554.936,3
"B34640","2016-04-18","C21423","PR6420","Furniture",127.88,5
"B35060","2016-07-08","C21423","PR7147","Office Supplies",12.96,2
"B35915","2017-11-02","C21423","PR6307","Furniture",3.312,1
"B35915","2017-11-02","C21423","PR6526","Office Supplies",20.136,3
"B35915","2017-11-02","C21423","PR7000","Office Supplies",8.856,3
"B35915","2017-11-02","C21423","PR7854","Technology",859.2,4
"B33408","2015-06-13","C21424","PR6602","Office Supplies",3.424,1
"B34003","2015-09-19","C21424","PR6370","Furniture",60.84,3
"B33560","2015-12-10","C21424","PR6699","Office Supplies",56.3,2
"B34983","2016-10-17","C21424","PR7909","Technology",449.97,3
"B34983","2016-10-17","C21424","PR6554","Office Supplies",1927.59,7
"B36697","2017-03-06","C21424","PR6682","Office Supplies",23.88,6
"B36697","2017-03-06","C21424","PR7121","Office Supplies",11.52,4
"B36697","2017-03-06","C21424","PR7195","Office Supplies",286.93,7
"B36697","2017-03-06","C21424","PR7831","Technology",206.384,2
"B36235","2017-09-08","C21424","PR7446","Office Supplies",61.68,5
"B36235","2017-09-08","C21424","PR7850","Technology",158.376,3
"B35688","2017-10-21","C21424","PR6506","Office Supplies",161.568,2
"B35688","2017-10-21","C21424","PR7268","Office Supplies",4.064,1
"B35688","2017-10-21","C21424","PR6860","Office Supplies",6.216,4
"B34178","2015-08-07","C21425","PR7927","Technology",494.97,3
"B34178","2015-08-07","C21425","PR7120","Office Supplies",25.06,2
"B37025","2015-11-21","C21425","PR6548","Office Supplies",325.632,6
"B37025","2015-11-21","C21425","PR7651","Technology",23.344,2
"B37025","2015-11-21","C21425","PR7096","Office Supplies",16.52,5
"B35210","2016-11-07","C21425","PR6801","Office Supplies",37.44,4
"B35210","2016-11-07","C21425","PR6815","Office Supplies",26.976,4
"B35210","2016-11-07","C21425","PR7549","Office Supplies",11.36,2
"B35210","2016-11-07","C21425","PR7112","Office Supplies",14.62,2
"B36003","2017-09-08","C21425","PR7438","Office Supplies",65.12,4
"B33280","2014-11-18","C21426","PR6455","Furniture",292.1,4
"B33280","2014-11-18","C21426","PR6299","Furniture",8.544,2
"B33280","2014-11-18","C21426","PR6145","Furniture",424.116,6
"B33280","2014-11-18","C21426","PR6947","Office Supplies",2.892,3
"B33280","2014-11-18","C21426","PR7401","Office Supplies",381.72,5
"B33149","2014-12-01","C21426","PR7717","Technology",659.988,2
"B33149","2014-12-01","C21426","PR6256","Furniture",8.128,2
"B33149","2014-12-01","C21426","PR7257","Office Supplies",36.288,7
"B33149","2014-12-01","C21426","PR6161","Furniture",909.72,6
"B33709","2015-03-20","C21426","PR6802","Office Supplies",2.512,2
"B33709","2015-03-20","C21426","PR7047","Office Supplies",18.864,9
"B33498","2015-11-13","C21426","PR7238","Office Supplies",115.296,3
"B34322","2016-05-20","C21426","PR7840","Technology",1363.96,5
"B34375","2016-09-29","C21426","PR7581","Technology",209.97,3
"B34375","2016-09-29","C21426","PR6830","Office Supplies",62.94,3
"B34375","2016-09-29","C21426","PR6618","Office Supplies",25.92,9
"B36468","2017-06-22","C21426","PR6850","Office Supplies",3.036,3
"B37499","2017-09-03","C21426","PR6152","Furniture",239.666,2
"B36112","2017-09-29","C21426","PR7537","Office Supplies",97.3,7
"B35928","2017-10-07","C21426","PR6775","Office Supplies",4.24,5
"B41811","2014-11-19","C21427","PR7093","Office Supplies",22.5,6
"B41811","2014-11-19","C21427","PR7077","Office Supplies",9.96,2
"B41811","2014-11-19","C21427","PR6849","Office Supplies",213.08,7
"B41811","2014-11-19","C21427","PR6114","Furniture",1025.88,6
"B37608","2014-11-21","C21427","PR7325","Office Supplies",12.96,2
"B38409","2015-03-26","C21428","PR7196","Office Supplies",74.352,3
"B39114","2015-06-18","C21428","PR6872","Office Supplies",6.129,3
"B39114","2015-06-18","C21428","PR6211","Furniture",643.136,4
"B39114","2015-06-18","C21428","PR7251","Office Supplies",20.736,4
"B42274","2016-02-21","C21428","PR6271","Furniture",68.95,5
"B42274","2016-02-21","C21428","PR7402","Office Supplies",296.37,3
"B42274","2016-02-21","C21428","PR7890","Technology",39.98,2
"B39620","2016-12-24","C21428","PR7307","Office Supplies",33.4,5
"B40454","2017-01-30","C21428","PR6786","Office Supplies",18.28,2
"B40454","2017-01-30","C21428","PR7959","Technology",207,3
"B40454","2017-01-30","C21428","PR6761","Office Supplies",32.35,5
"B40454","2017-01-30","C21428","PR6906","Office Supplies",7.71,1
"B40454","2017-01-30","C21428","PR6736","Office Supplies",40.3,2
"B40454","2017-01-30","C21428","PR6343","Furniture",34.58,7
"B36857","2014-04-23","C21429","PR6211","Furniture",281.372,2
"B36857","2014-04-23","C21429","PR6211","Furniture",281.372,2
"B36857","2014-04-23","C21429","PR6755","Office Supplies",7.488,8
"B36857","2014-04-23","C21429","PR6327","Furniture",22.336,4
"B34631","2016-09-01","C21429","PR6980","Office Supplies",12.78,1
"B37229","2016-10-06","C21429","PR7747","Technology",703.71,6
"B37229","2016-10-06","C21429","PR6862","Office Supplies",17.904,4
"B37229","2016-10-06","C21429","PR6854","Office Supplies",11.976,4
"B37229","2016-10-06","C21429","PR7613","Technology",67.96,5
"B34747","2016-11-11","C21429","PR6864","Office Supplies",9.888,2
"B34747","2016-11-11","C21429","PR6508","Office Supplies",671.544,3
"B37246","2016-11-13","C21429","PR6760","Office Supplies",3.136,2
"B37223","2016-12-01","C21429","PR6267","Furniture",31.96,2
"B37223","2016-12-01","C21429","PR7211","Office Supplies",47.9,1
"B37223","2016-12-01","C21429","PR7476","Office Supplies",1112.94,3
"B37223","2016-12-01","C21429","PR6967","Office Supplies",22.92,3
"B35711","2017-05-09","C21429","PR6930","Office Supplies",147.92,5
"B35711","2017-05-09","C21429","PR7418","Office Supplies",104.28,3
"B35711","2017-05-09","C21429","PR6476","Furniture",286.85,1
"B35711","2017-05-09","C21429","PR7421","Office Supplies",66.96,4
"B35711","2017-05-09","C21429","PR7688","Technology",199.98,2
"B36296","2017-07-31","C21429","PR7322","Office Supplies",11.54,1
"B36296","2017-07-31","C21429","PR6893","Office Supplies",849.95,5
"B36296","2017-07-31","C21429","PR6867","Office Supplies",11.01,3
"B38452","2015-03-20","C21430","PR7129","Office Supplies",51.84,8
"B38856","2015-04-26","C21430","PR6191","Furniture",63.936,3
"B38856","2015-04-26","C21430","PR6600","Office Supplies",59.52,3
"B38856","2015-04-26","C21430","PR7913","Technology",311.976,3
"B38856","2015-04-26","C21430","PR6806","Office Supplies",50.352,3
"B42140","2016-10-08","C21430","PR6425","Furniture",51.712,8
"B39273","2016-10-13","C21430","PR6642","Office Supplies",34.7,5
"B39273","2016-10-13","C21430","PR7496","Office Supplies",99.87,3
"B39273","2016-10-13","C21430","PR7209","Office Supplies",37.94,2
"B39273","2016-10-13","C21430","PR7062","Office Supplies",24.9,5
"B39273","2016-10-13","C21430","PR6372","Furniture",82.26,3
"B39679","2016-12-10","C21430","PR7176","Office Supplies",62.82,9
"B41543","2017-01-07","C21430","PR7736","Technology",3059.982,2
"B41394","2017-05-27","C21430","PR7641","Technology",27.192,3
"B41394","2017-05-27","C21430","PR6923","Office Supplies",12.06,5
"B41436","2017-08-31","C21430","PR6200","Furniture",569.568,2
"B41436","2017-08-31","C21430","PR7480","Office Supplies",149.73,7
"B41820","2014-03-22","C21431","PR6694","Office Supplies",16.28,2
